document_number,comment_id,category,agency
2025-06336,CMS-2025-0032-0021,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0019,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0023,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0041,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0071,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0043,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0034,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0051,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0035,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0049,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0010,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0006,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0056,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0067,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0048,Ordinary Citizen,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0062,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0022,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0007,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0068,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0061,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0057,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06336,CMS-2025-0032-0016,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0063,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0011,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0041,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0055,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0028,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0032,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0042,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0033,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0071,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0046,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0015,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0013,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0021,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0010,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0067,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0034,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0070,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0072,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0038,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0064,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0061,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0030,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0024,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0040,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0022,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0074,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0036,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0049,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0059,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0009,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0027,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0012,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0014,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0045,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0019,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0035,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0043,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0033,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0054,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0042,Undecided/Anonymous,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0043,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0038,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0039,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0027,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06348,CMS-2025-0031-0037,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0037,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0064,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0032,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0020,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0061,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0060,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0022,Ordinary Citizen,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0044,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0058,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0014,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0031,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0034,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0024,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0056,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0025,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0046,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0030,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0052,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0029,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0062,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0016,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0023,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0019,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0057,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0021,Ordinary Citizen,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0041,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0040,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0017,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-06317,CMS-2025-0030-0011,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-11979,CMS-2025-0238-0005,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-11979,CMS-2025-0238-0011,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-13790,ACF-2025-0038-0002,Ordinary Citizen,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0003,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Children and Families Administration"
2025-11979,CMS-2025-0238-0010,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-11979,CMS-2025-0238-0008,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-11979,CMS-2025-0238-0003,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-11979,CMS-2025-0238-0004,Organization/Corporation,"Health and Human Services Department, Centers for Medicare & Medicaid Services"
2025-13790,ACF-2025-0038-0006,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0004,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0005,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0007,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0008,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0009,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0011,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0010,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0012,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0013,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0014,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0016,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0017,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0018,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0019,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0020,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0021,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0015,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0022,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0023,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-13790,ACF-2025-0038-0024,Organization/Corporation,"Health and Human Services Department, Children and Families Administration"
2025-11031,FDA-2024-E-3575-0006,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2025-11318,FDA-2024-E-0211-0008,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-11315,FDA-2024-E-0208-0007,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2025-11958,FDA-2024-N-5944-0002,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-08208,FDA-2025-N-1090-0003,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-14227,FDA-2025-N-0383-0005,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-08208,FDA-2025-N-1090-0004,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2025-16245,FDA-2025-N-2962-0002,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-16245,FDA-2025-N-2962-0005,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-14226,FDA-2025-N-0082-0006,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2025-14226,FDA-2025-N-0082-0008,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2025-18184,FDA-2012-D-0429-0026,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3197,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-16245,FDA-2025-N-2962-0003,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-16245,FDA-2025-N-2962-0004,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4299,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0873,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-14226,FDA-2025-N-0082-0007,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2171,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-16245,FDA-2025-N-2962-0006,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1824,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-18188,FDA-2025-N-0706-0003,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3128,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0767,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0734,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1125,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2921,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3025,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0627,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4653,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5267,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1221,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1597,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4878,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2447,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2056,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5177,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0451,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3467,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0428,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2864,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3375,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3001,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2807,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0931,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0567,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5529,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1959,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4645,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5210,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5143,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1497,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1558,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4672,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3124,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1107,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4388,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5604,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2363,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1832,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5263,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2571,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0748,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5620,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2871,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2654,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0446,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1786,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5207,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2322,Political Consultant/Lobbyist,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3368,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3382,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1486,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5137,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0266,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1481,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5432,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0208,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1567,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0537,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1182,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3504,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5048,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4680,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0904,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4382,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3276,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4555,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0313,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5120,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0344,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0357,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0534,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2637,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0645,Political Consultant/Lobbyist,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4291,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4351,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4273,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3406,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2538,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4528,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3226,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5541,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2160,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1065,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4439,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2794,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3376,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4960,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0861,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0407,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2305,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4319,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0395,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5594,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5632,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4778,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4322,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1803,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4203,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2889,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2801,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-1358,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-2139,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-3115,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-0646,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-5652,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2025-00778,FDA-2024-N-2910-4974,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
