document_number,comment_id,category,agency
2016-03716,FDA-2014-N-1021-0498,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0499,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0501,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0502,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0496,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0505,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0506,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0507,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0508,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0500,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0509,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0510,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0503,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0504,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0511,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0512,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0513,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0514,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0515,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0517,Political Consultant/Lobbyist,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0518,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0521,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0523,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0524,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0526,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0519,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0520,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0528,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0522,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0530,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0531,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0527,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0532,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0533,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0529,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0536,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0525,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0537,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0538,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0539,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0540,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0534,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0535,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0541,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0542,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0543,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0544,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0545,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0546,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0547,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0548,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0549,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0550,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0551,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0554,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0003,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0004,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0006,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0007,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0552,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0553,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0008,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0555,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0009,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0010,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0005,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0011,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0013,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0014,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0017,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0018,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0019,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0020,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0021,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0022,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0012,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0023,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0010,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0012,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0024,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0026,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0027,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0028,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0029,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-04712,FDA-2016-N-0321-0030,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0011,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-03716,FDA-2014-N-1021-0516,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0015,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0027,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0028,Political Consultant/Lobbyist,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0013,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0014,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0031,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0018,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0022,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0024,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0025,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0026,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0038,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0029,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0030,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0041,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-14139,FDA-2012-N-0853-0033,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0042,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0043,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0044,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0045,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0055,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0046,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0047,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0048,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0049,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0050,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0051,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0052,Political Consultant/Lobbyist,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0053,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0054,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0056,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0057,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0058,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0060,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0061,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0062,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0063,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0064,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0002,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0003,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0004,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0005,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0006,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0007,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0008,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0009,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0011,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0012,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0013,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0014,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0015,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0016,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0018,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0010,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0019,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0020,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0021,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0022,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15480,FDA-2016-N-0321-0059,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0023,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0024,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0017,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0025,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0026,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0027,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0028,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0029,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0031,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0032,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0392,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0393,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0395,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-15662,FDA-2016-N-1493-0030,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0390,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0391,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0396,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0397,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0398,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0400,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0401,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0402,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0403,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0399,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0404,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-27950,FDA-2016-N-3389-0405,Organization/Corporation,"Health and Human Services Department, Food and Drug Administration"
2016-05555,IHS-2016-0002-0019,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Indian Health Service"
2016-27950,FDA-2016-N-3389-0406,Academic/Industry/Expert (incl. small/local business),"Health and Human Services Department, Food and Drug Administration"
2016-05555,IHS-2016-0002-0016,Organization/Corporation,"Health and Human Services Department, Indian Health Service"
2016-05555,IHS-2016-0002-0017,Organization/Corporation,"Health and Human Services Department, Indian Health Service"
2016-03536,DHS-2016-0009-0002,Ordinary Citizen,Homeland Security Department
2016-03536,DHS-2016-0009-0003,Ordinary Citizen,Homeland Security Department
2016-03924,DHS-2015-0049-0002,Ordinary Citizen,Homeland Security Department
2016-05555,IHS-2016-0002-0018,Organization/Corporation,"Health and Human Services Department, Indian Health Service"
2016-05555,IHS-2016-0002-0020,Organization/Corporation,"Health and Human Services Department, Indian Health Service"
2016-26499,DHS-2016-0076-0002,Ordinary Citizen,Homeland Security Department
2016-05555,IHS-2016-0002-0021,Organization/Corporation,"Health and Human Services Department, Indian Health Service"
2016-26499,DHS-2016-0076-0003,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-26499,DHS-2016-0076-0004,Ordinary Citizen,Homeland Security Department
2016-29898,DHS-2016-0088-0002,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0218,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0369,Undecided/Anonymous,Homeland Security Department
2016-03924,DHS-2015-0049-0003,Organization/Corporation,Homeland Security Department
2016-03924,DHS-2015-0049-0004,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0324,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0259,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0443,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0260,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0251,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0328,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0071,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0414,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0410,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0072,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0128,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0069,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0358,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0433,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0247,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0302,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0355,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0295,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0382,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0386,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0139,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0255,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0390,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0344,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0232,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0174,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0040,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0402,Political Consultant/Lobbyist,Homeland Security Department
2016-10297,USCIS-2016-0001-0133,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0389,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0087,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0125,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0017,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0315,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0076,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0327,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0029,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0317,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0408,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0357,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0210,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0146,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0284,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0453,Political Consultant/Lobbyist,Homeland Security Department
2016-10297,USCIS-2016-0001-0199,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0313,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0113,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0276,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0043,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0289,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0062,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0096,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0434,Political Consultant/Lobbyist,Homeland Security Department
2016-10297,USCIS-2016-0001-0288,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0180,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0440,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0438,Political Consultant/Lobbyist,Homeland Security Department
2016-10297,USCIS-2016-0001-0242,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0278,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0213,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0226,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0323,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0049,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0148,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0100,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0463,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0279,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0190,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0272,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0079,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0321,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0220,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0131,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0393,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0421,Political Consultant/Lobbyist,Homeland Security Department
2016-10297,USCIS-2016-0001-0068,Political Consultant/Lobbyist,Homeland Security Department
2016-10297,USCIS-2016-0001-0208,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0065,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0172,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0340,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0397,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0135,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0200,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0061,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0193,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0206,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0396,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0459,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0167,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0346,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0301,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0189,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0230,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0379,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0215,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0035,Ordinary Citizen,Homeland Security Department
