document_number,comment_id,category,agency
2019-28352,FWS-R6-ES-2019-0055-0009,Ordinary Citizen,"Interior Department, Fish and Wildlife Service"
2019-28325,EPA-HQ-OPPT-2019-0684-0010,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0016,Undecided/Anonymous,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0007,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0011,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0012,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0006,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0015,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0014,Political Consultant/Lobbyist,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0004,Ordinary Citizen,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0017,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0013,Political Consultant/Lobbyist,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0005,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0008,Organization/Corporation,Environmental Protection Agency
2019-28325,EPA-HQ-OPPT-2019-0684-0009,Undecided/Anonymous,Environmental Protection Agency
