document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2018-15728,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Fractional Aircraft Ownership Programs,"Transportation Department, Federal Aviation Administration",2018-07-23,,2018-09-21,FAA-2013-0259-2395,2,federalregister
2018-15632,Notice of Proposal To Discontinue Hazardous Inflight Weather Advisory Service (HIWAS),"Transportation Department, Federal Aviation Administration",2018-07-23,,2018-08-22,FAA-2018-0649-0001,27,federalregister
2018-15694,Notice and Request for Comments,"Transportation Department, National Highway Traffic Safety Administration",2018-07-23,,2018-09-21,NHTSA-2018-0075-0001,3,federalregister
2018-15707,Extension of Comment Period on a Previously Approved Information Collection,"Transportation Department, National Highway Traffic Safety Administration",2018-07-23,,2018-09-14,NHTSA-2018-0034-0002,1,federalregister
2018-15638,Agency Information Collection Activity Under OMB Review: VA Health Professional Scholarship and Visual Impairment and Orientation and Mobility Professional Scholarship Programs,Veterans Affairs Department,2018-07-23,,2018-08-22,VA-2018-VACO-0001-1136,0,federalregister
2018-15549,POSTNET Barcode,Postal Service,2018-07-23,,2018-08-22,USPS-2018-0128-0001,0,federalregister
2018-15617,New Mailing Standards for Merchandise Return Service,Postal Service,2018-07-23,,2018-08-22,USPS-2018-0127-0001,0,federalregister
2018-15625,Air Plan Approval; Washington; Interstate Transport Requirements for the 2015 Ozone NAAQS,Environmental Protection Agency,2018-07-23,,2018-08-22,EPA-R10-OAR-2018-0061-0001,5,federalregister
2018-15480,"Approval and Promulgation of State Implementation Plan Revisions; Infrastructure Monitoring Requirements for the 2008 Pb, 2010 SO2, 2010 NO2 and 2012 PM2.5 National Ambient Air Quality Standards; Utah",Environmental Protection Agency,2018-07-23,,2018-08-22,EPA-R08-OAR-2018-0388-0001,6,federalregister
2018-15355,Federal Acquisition Regulations: Use of Acquisition 360 To Encourage Vendor Feedback,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2018-07-23,,2018-09-21,FAR-2017-0014-0001,8,federalregister
2018-15720,Certain New Chemical Substances; Receipt and Status Information for April 2018,Environmental Protection Agency,2018-07-23,,2018-08-22,EPA-HQ-OPPT-2017-0718-0001,0,federalregister
2018-15701,Commission Information Collection Activities (FERC-576); Comment Request; Extension,"Energy Department, Federal Energy Regulatory Commission",2018-07-23,,2018-09-21,FERC-2018-0935-0001,0,federalregister
2018-15691,Proposed Information Collection; Comment Request; Interim Procedures for Considering Requests Under the Commercial Availability Provision of the United States-Colombia Trade Promotion Agreement (U.S.-Colombia TPA),"Commerce Department, International Trade Administration",2018-07-23,,2018-09-21,ITA_FRDOC_0001-4519,3,federalregister
2018-15724,Magnuson-Stevens Act Provisions; General Provisions for Domestic Fisheries; Application for Exempted Fishing Permits,"Commerce Department, National Oceanic and Atmospheric Administration",2018-07-23,,2018-08-07,,0,federalregister
2018-15688,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Affidavit of Support","Homeland Security Department, U.S. Citizenship and Immigration Services",2018-07-23,,2018-08-22,USCIS-2006-0072-0054,0,federalregister
2018-15616,Submission for OMB Review; Progress Payments (SF-1443),"Defense Department, General Services Administration, National Aeronautics and Space Administration",2018-07-23,,2018-08-22,DOD-2018-OS-0002-0029,1,federalregister
2018-15735,Product-Specific Guidances; Draft and Revised Draft Guidances for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-07-23,,2018-09-21,FDA-2007-D-0369-0441,7,federalregister
2018-15636,Agency Information Collection Activity Under OMB Review: Grants to States for Construction & Acquisition of State Home Facilities,Veterans Affairs Department,2018-07-23,,2018-08-22,VA-2018-VACO-0001-1138,1,federalregister
2018-15640,Agency Information Collection Activity Under OMB Review: VA Disaster Resilience Survey of Community Dwelling Veterans,Veterans Affairs Department,2018-07-23,,2018-08-22,VA-2018-VACO-0001-1137,1,federalregister
2018-15630,Notice of HUD-Held Multifamily and Healthcare Loan Sale (MHLS 2018-2),Housing and Urban Development Department,2018-07-23,,2018-08-15,,0,federalregister
2018-15669,"Public Input Requested on Potential Impacts to Historic Priorities: Sand Resource Assessment and Borrow Area Identification, Atlantic and Gulf of Mexico Outer Continental Shelf","Interior Department, Ocean Energy Management Bureau",2018-07-23,,2018-08-13,BOEM-2018-0034-0001,1,federalregister
2018-15719,"Importer of Controlled Substances Application: Catalent Pharma Solutions, LLC","Justice Department, Drug Enforcement Administration",2018-07-23,,2018-08-22,,0,federalregister
2018-15721,Importer of Controlled Substances Application: VHG Labs DBA LGC Standards,"Justice Department, Drug Enforcement Administration",2018-07-23,,2018-08-22,,0,federalregister
2018-15637,Agency Information Collection Activity Under OMB Review: VSO Access to VHA Electronic Health Records,Veterans Affairs Department,2018-07-23,,2018-08-22,VA-2018-VACO-0002-0065,3,federalregister
2018-15639,Agency Information Collection Activity Under OMB Review: Evaluation of Patient and Provider Satisfaction With Mental Health-Clinical Pharmacy Specialists in Outpatient Mental Health Clinics at the Madison VA,Veterans Affairs Department,2018-07-23,,2018-08-22,VA-2018-VACO-0001-1135,0,federalregister
2018-15750,"Importer of Controlled Substances Application: Fresenius Kabi USA, LLC","Justice Department, Drug Enforcement Administration",2018-07-23,,2018-08-22,,0,federalregister
2018-15713,"Importer of Controlled Substances Applications: Shertech Laboratories, LLC","Justice Department, Drug Enforcement Administration",2018-07-23,,2018-08-22,,0,federalregister
2018-15667,"Importer of Controlled Substances Application: Fisher Clinical Services, Inc.","Justice Department, Drug Enforcement Administration",2018-07-23,,2018-08-22,,0,federalregister
2018-15664,Bulk Manufacturer of Controlled Substances Application: Johnson Matthey Inc.,"Justice Department, Drug Enforcement Administration",2018-07-23,,2018-09-21,,0,federalregister
2018-15723,"Agency Information Collection Activities: Proposed Collection; Comments Requested; Reinstatement, With Change, of a Previously Approved Collection for Which Approval Has Expired: 2018 Census of Law Enforcement Training Academies (CLETA)",Justice Department,2018-07-23,,2018-09-21,,0,federalregister
2018-15481,Approval and Promulgation of Air Quality Implementation Plans; Wyoming; Incorporation by Reference Updates,Environmental Protection Agency,2018-07-23,,2018-08-22,EPA-R08-OAR-2018-0389-0001,3,federalregister
2018-15714,Proposed Modification of Significant New Uses of a Certain Chemical Substance,Environmental Protection Agency,2018-07-23,,2018-08-22,EPA-HQ-OPPT-2011-0941-0200,1,federalregister
2018-15653,Information Collections Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2018-07-23,,2018-09-21,FCC-2018-0254-0001,0,federalregister
2018-15612,Proposed Collection; Comment Request; Fee Deficiency Submissions,"Commerce Department, Patent and Trademark Office",2018-07-23,,2018-09-21,PTO-P-2018-0048-0001,0,federalregister
2018-15634,Permits; Foreign Fishing,"Commerce Department, National Oceanic and Atmospheric Administration",2018-07-23,,2018-08-06,,0,federalregister
2018-15725,Agency Information Collection Activities: Screening Requirements for Carriers,"Homeland Security Department, U.S. Customs and Border Protection",2018-07-23,,2018-09-21,USCBP-2005-0010-0008,0,federalregister
2018-15738,"Proposed Amendment of Class D and Class E Airspace, and Establishment of Class E Airspace; Honolulu, HI","Transportation Department, Federal Aviation Administration",2018-07-24,,2018-09-07,FAA-2014-0878-0001,1,federalregister
2018-15731,Concept Release on Compensatory Securities Offerings and Sales,Securities and Exchange Commission,2018-07-24,,2018-09-24,SEC-2018-1142-0001,0,federalregister
2018-15796,Agency Information Collection Activities: Proposed Collection; Comment Request,National Credit Union Administration,2018-07-24,,2018-09-24,NCUA-2018-0035-0001,0,federalregister
2018-15806,Proposed Submission of Information Collections for OMB Review; Comment Request; Reportable Events; Notice of Failure To Make Required Contributions,Pension Benefit Guaranty Corporation,2018-07-24,,2018-09-24,PBGC-2018-0001-0012,2,federalregister
2018-15829,Corrections to Previous Notice Regarding Supplemental Guidance on the Airport Improvement Program (AIP) for Fiscal Years 2018-2020,"Transportation Department, Federal Aviation Administration",2018-07-24,,,FAA-2018-0526-0002,0,federalregister
2018-15831,"Notice of Opportunity for Public Comment on a Land Use Change From Aeronautical to Non-Aeronautical Use for Revenue Generation of 8.5 Acres of Airport Land at Southbridge Municipal Airport in Southbridge, MA","Transportation Department, Federal Aviation Administration",2018-07-24,,2018-08-23,FAA-2013-0259-2397,0,federalregister
2018-15795,Petition for Waiver of Compliance,"Transportation Department, Federal Railroad Administration",2018-07-24,,,FRA-2007-28700-0015,3,federalregister
2018-15794,Notice of Submission of Proposed Information Collections to OMB; Agency Request for Renewal of Previously Approved Information Collections: Nondiscrimination on the Basis of Disability in Air Travel,Transportation Department,2018-07-24,,2018-08-23,DOT-OST-2011-0177-0119,2,federalregister
2018-15758,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Indian Highway Safety Grants,"Interior Department, Indian Affairs Bureau",2018-07-24,,2018-08-23,,0,federalregister
2018-15773,"MET Laboratories, Inc.: Application for Expansion of Recognition and Proposed Modification to the NRTL Program's List of Appropriate Test Standards","Labor Department, Occupational Safety and Health Administration",2018-07-24,,2018-08-08,OSHA-2006-0028-0050,1,federalregister
2018-15715,Accidental Release Prevention Requirements: Risk Management Programs Under the Clean Air Act; Notification of Data Availability and Extension of Comment Period,Environmental Protection Agency,2018-07-24,,2018-08-23,EPA-HQ-OEM-2015-0725-1389,0,federalregister
2018-15158,Text-Enabled Toll Free Numbers; Toll Free Service Access Codes,Federal Communications Commission,2018-07-24,,2018-08-23,FCC-2018-0255-0001,0,federalregister
2018-15761,Proposed Information Collection; Comment Request; Report of Building or Zoning Permits Issued for New Privately-Owned Housing Units (Building Permits Survey),"Commerce Department, Census Bureau",2018-07-24,,2018-09-24,,0,federalregister
2018-15817,Information Collections Being Submitted for Review and Approval to the Office of Management and Budget,Federal Communications Commission,2018-07-24,,2018-08-23,FCC-2018-0256-0001,0,federalregister
2018-15751,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-07-24,,2018-08-23,AHRQ-2022-0004-0697,3,federalregister
2018-15777,Inborn Errors of Metabolism That Use Dietary Management: Considerations for Optimizing and Standardizing Diet in Clinical Trials for Drug Product Development; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-07-24,,2018-09-24,FDA-2018-D-2647-0001,2,federalregister
2018-15778,International Cooperation on Harmonisation of Technical Requirements for Registration of Veterinary Medicinal Products; Studies To Evaluate the Metabolism and Residue Kinetics of Veterinary Drugs in Food-Producing Species: Marker Residue Depletion Studies To Establish Product Withdrawal Periods in Aquatic Species; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-07-24,,2018-09-24,FDA-2018-D-2354-0001,0,federalregister
2018-15740,Draft Indian Health Service Strategic Plan Fiscal Year 2018-2022,"Health and Human Services Department, Indian Health Service",2018-07-24,,2018-08-23,IHS_FRDOC_0001-0373,7,federalregister
2018-15772,"TUV SUD America, Inc.: Application for Expansion of Recognition","Labor Department, Occupational Safety and Health Administration",2018-07-24,,2018-08-08,OSHA-2007-0043-0024,1,federalregister
2018-15774,Proposed Modification to the List of Appropriate NRTL Program Test Standards and the Scopes of Recognition of Several NRTLs,"Labor Department, Occupational Safety and Health Administration",2018-07-24,,2018-08-23,OSHA-2013-0012-0017,0,federalregister
2018-15792,Sweet Onions Grown in the Walla Walla Valley of Southeast Washington and Northeast Oregon; Proposed Amendments to the Marketing Order (No. 956),"Agriculture Department, Agricultural Marketing Service",2018-07-24,,2018-09-24,AMS-SC-18-0028-0001,1,federalregister
2018-15821,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Multiple IRS Information Collection Requests,Treasury Department,2018-07-24,,2018-08-23,,0,federalregister
2018-15746,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; National Ground-Water Monitoring Network Cooperative Funding Application,"Interior Department, Geological Survey",2018-07-24,,2018-08-23,,0,federalregister
2018-15722,Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities,Environmental Protection Agency,2018-07-24,,2018-08-23,EPA-HQ-OPP-2018-0202-0001,0,federalregister
2018-15800,"Agency Information Collection Activities: Notice of Intent To Extend Collection 3038-0069, Information Management Requirements for Derivatives Clearing Organizations",Commodity Futures Trading Commission,2018-07-24,,2018-09-24,CFTC-2018-0043-0001,0,federalregister
2018-15803,Agency Information Collection Extension,Energy Department,2018-07-24,,2018-08-23,DOE-HQ-2018-0001-0085,0,federalregister
2018-15776,Notice of Receipt of Petition for Decision That Nonconforming Model Year 2013 Porsche Panamera Passenger Cars Are Eligible for Importation,"Transportation Department, National Highway Traffic Safety Administration",2018-07-24,,2018-08-23,NHTSA-2018-0011-0001,0,federalregister
2018-15819,Children's Television Programming Rules; Modernization of Media Regulation Initiative,Federal Communications Commission,2018-07-25,,2018-09-24,FCC-2018-0258-0001,0,federalregister
2018-15812,Endangered and Threatened Wildlife and Plants; Revision of Regulations for Interagency Cooperation,"Interior Department, Fish and Wildlife Service, Commerce Department, National Oceanic and Atmospheric Administration",2018-07-25,,2018-09-24,FWS-HQ-ES-2018-0009-0001,65586,federalregister
2018-15891,Notice of Request for Public Comments on Section 232 National Security Investigation of Imports of Uranium,"Commerce Department, Industry and Security Bureau",2018-07-25,,2018-09-10,BIS-2018-0011-0001,1016,federalregister
2018-15890,Irish Potatoes Grown in Southeastern States; Termination of Marketing Order 953,"Agriculture Department, Agricultural Marketing Service",2018-07-25,,2018-09-24,AMS-SC-18-0037-0001,1,federalregister
2018-15894,"Processed Raspberry Promotion, Research and Information Order; Continuance Referendum","Agriculture Department, Agricultural Marketing Service",2018-07-25,,,,0,federalregister
2018-15808,"Safety Improvement Technologies for Mobile Equipment at Surface Mines, and for Belt Conveyors at Surface and Underground Mines","Labor Department, Mine Safety and Health Administration",2018-07-25,,2018-12-24,MSHA-2018-0016-0002,10,federalregister
2018-15810,Endangered and Threatened Wildlife and Plants; Revision of the Regulations for Listing Species and Designating Critical Habitat,"Interior Department, Fish and Wildlife Service, Commerce Department, National Oceanic and Atmospheric Administration",2018-07-25,,2018-09-24,FWS-HQ-ES-2018-0006-0001,65767,federalregister
2018-15871,Agency Information Collection Activities; Comment Request; High School Longitudinal Study of 2009 (HSLS: 09) Panel Maintenance 2018 and 2021,Education Department,2018-07-25,,2018-09-24,ED-2018-ICCD-0077-0001,0,federalregister
2018-15921,Agency Information Collection Activities; Proposed Renewal of an Existing Collection (EPA ICR No. 0575.16); Comment Request,Environmental Protection Agency,2018-07-25,,2018-09-24,EPA-HQ-OPPT-2017-0646-0001,1,federalregister
2018-15918,Agency Information Collection Activities; Proposed Reinstatement of an Expired Collection (EPA ICR No. 1198.11); Comment Request,Environmental Protection Agency,2018-07-25,,2018-09-24,EPA-HQ-OPPT-2017-0317-0001,1,federalregister
2018-15867,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel SCARLET; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-07-25,,2018-08-24,MARAD-2018-0121-0001,0,federalregister
2018-15868,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel VINTAGE; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-07-25,,2018-08-24,MARAD-2018-0120-0001,0,federalregister
2018-15889,Multiemployer Pension Plan Application To Reduce Benefits,Treasury Department,2018-07-25,,2018-09-10,,0,federalregister
2018-15886,Multiemployer Pension Plan Application To Reduce Benefits,Treasury Department,2018-07-25,,2018-09-10,,0,federalregister
2018-15906,Agency Information Collection Activities; Submission for OMB Review; Public Comment Request; New Data Collection; National Center on Law and Elder Rights (NCLER),"Health and Human Services Department, Community Living Administration",2018-07-25,,2018-08-24,,0,federalregister
2018-15913,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Disclosure of Seat Dimensions To Facilitate the Use of Child Safety Seats on Airplanes During Passenger-Carrying Operations,"Transportation Department, Federal Aviation Administration",2018-07-25,,2018-09-24,FAA-2013-0259-2398,2,federalregister
2018-15864,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel INDECENT PROPOSAL IV; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-07-25,,2018-08-24,MARAD-2018-0119-0001,0,federalregister
2018-15909,"Notice of Proposed New Fee Site, Lake Berryessa, Napa, California; Federal Lands Recreation Enhancement Act","Interior Department, Reclamation Bureau",2018-07-25,,2019-01-31,,0,federalregister
2018-15892,New Postal Products,Postal Regulatory Commission,2018-07-25,,2018-07-27,,0,federalregister
2018-15911,Agency Information Collection Activities; Recreation Use Data Report,"Interior Department, Reclamation Bureau",2018-07-25,,2018-09-24,,0,federalregister
2018-15811,Endangered and Threatened Wildlife and Plants; Revision of the Regulations for Prohibitions to Threatened Wildlife and Plants,"Interior Department, Fish and Wildlife Service",2018-07-25,,2018-09-24,FWS-HQ-ES-2018-0007-0001,70656,federalregister
2018-15837,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Port of Kalama Expansion Project on the Lower Columbia River,"Commerce Department, National Oceanic and Atmospheric Administration",2018-07-25,,2018-08-24,,0,federalregister
2018-15872,Proposed Information Collection; Comment Request; National Oceanic and Atmospheric Administration's Bay Watershed Education and Training Program National Evaluation System,"Commerce Department, National Oceanic and Atmospheric Administration",2018-07-25,,2018-09-24,,0,federalregister
2018-15927,Proposed Information Collection; Comment Request; Swiss-U.S. Privacy Shield; Invitation for Applications for Inclusion on the Supplemental List of Arbitrators,"Commerce Department, International Trade Administration",2018-07-25,,2018-09-24,ITA_FRDOC_0001-4527,4,federalregister
2018-15859,Facilitating Competition and Innovation in the Biological Products Marketplace; Public Hearing; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2018-07-25,,2018-09-21,FDA-2018-N-2689-0001,79,federalregister
2018-15835,Commission Information Collection Activities (FERC-585); Comment Request; Extension,"Energy Department, Federal Energy Regulatory Commission",2018-07-25,,2018-08-24,FERC-2018-0946-0001,0,federalregister
2018-15920,Agency Information Collection Activities; Proposed Renewal of an Existing Collection (EPA ICR No. 0574.18); Comment Request,Environmental Protection Agency,2018-07-25,,2018-09-24,EPA-HQ-OPPT-2017-0645-0001,2,federalregister
2018-15923,Agency Information Collection Activities; Proposed Renewal of an Existing Collection (EPA ICR No. 0161.14); Comment Request,Environmental Protection Agency,2018-07-25,,2018-09-24,EPA-HQ-OPP-2018-0266-0001,1,federalregister
2018-15863,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel CYNDERELLA; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-07-25,,2018-08-24,MARAD-2018-0115-0001,0,federalregister
2018-15865,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel LA PEREGRINA; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-07-25,,2018-08-24,MARAD-2018-0118-0001,0,federalregister
2018-15862,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel BUEN CAMINO; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-07-25,,2018-08-24,MARAD-2018-0116-0001,0,federalregister
2018-15866,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel REEL NAUTI; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-07-25,,2018-08-24,MARAD-2018-0117-0001,0,federalregister
2018-15895,Pipeline Safety: Request for Special Permit; Empire Pipeline-a National Fuel Gas Company,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2018-07-25,,2018-08-24,PHMSA-2017-0158-0006,4,federalregister
2018-15881,Multiemployer Pension Plan Application To Reduce Benefits,Treasury Department,2018-07-25,,2018-09-10,,0,federalregister
2018-15888,Multiemployer Pension Plan Application To Reduce Benefits,Treasury Department,2018-07-25,,2018-09-10,,0,federalregister
2018-15870,Use of Liquids and/or Soft Foods as Vehicles for Drug Administration: General Considerations for Selection and In Vitro Methods for Product Quality Assessments; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-07-25,,2018-09-24,FDA-2018-N-2544-0001,9,federalregister
2018-15908,"Scholarly and Journalistic Activities Deemed Not To Be Research: 2018 Requirements; Draft Guidance; When Continuing Review Is Not Required During the 6-Month Delay Period of July 19, 2018 Through January 20, 2019: 2018 Requirements; Draft Guidance Elimination of Institutional Review Board (IRB) Review of Research Applications and Proposals: 2018 Requirements; Draft Guidance",Health and Human Services Department,2018-07-25,,2018-08-24,HHS-OPHS-2018-0014-0001,5,federalregister
2018-15880,Agency Information Collection Activities: Request for Comments for the Renewal of a Previously Approved Information Collection,"Transportation Department, Federal Highway Administration",2018-07-25,,2018-08-24,FHWA-2018-0038-0001,4,federalregister
2018-15869,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2018-07-25,,2018-08-09,,0,federalregister
2018-15982,Agency Information Collection Activities: Proposed Collection; Comment Request; Purchase of Assets and Assumption of Liabilities,National Credit Union Administration,2018-07-26,,2018-09-24,NCUA-2018-0036-0001,0,federalregister
2018-15979,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Extension,Federal Trade Commission,2018-07-26,,2018-08-27,FTC-2018-0065-0001,0,federalregister
2018-15951,"Medicare and Medicaid Programs: Application From the Accreditation Association for Ambulatory Health Care, Inc. (AAAHC) for Continued Approval of Its Ambulatory Surgical Center Accreditation Program","Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-07-26,,2018-08-27,,0,federalregister
2018-15948,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Permanent Discontinuation or Interruption in Manufacturing of Certain Drug and Biological Products,"Health and Human Services Department, Food and Drug Administration",2018-07-26,,2018-08-27,FDA-2018-N-1011-0005,0,federalregister
2018-15966,Data Collection Available for Public Comments,Small Business Administration,2018-07-26,,2018-09-24,,0,federalregister
2018-15957,30-Day Notice of Proposed Information Collection: Application for Immigrant Visa and Alien Registration,State Department,2018-07-26,,2018-08-27,,0,federalregister
2018-15956,30-Day Notice of Proposed Information Collection: Electronic Choice of Address and Agent,State Department,2018-07-26,,2018-08-27,,0,federalregister
2018-15961,Notice of Proposed Agency Information Collection Activities; Agency Request To Modify Existing Information Collections: Railroad Rehabilitation and Improvement Financing (RRIF) and Transportation Infrastructure Financing and Innovation Act (TIFIA) Credit Programs,Transportation Department,2018-07-26,,2018-08-27,DOT-OST-2018-0044-0003,5,federalregister
2018-15975,"Safety Zone; Blue Angels Air Show; St. Johns River, Jacksonville, FL","Homeland Security Department, Coast Guard",2018-07-26,,2018-08-27,USCG-2018-0232-0001,1,federalregister
2018-15999,"Proposed Information Collection Request; Comment Request; Underground Storage Tanks: Technical and Financial Requirements, and State Program Approval Procedures (Renewal)",Environmental Protection Agency,2018-07-26,,2018-09-24,EPA-HQ-OLEM-2018-0367-0001,0,federalregister
2018-15924,Air Plan Approval; Iowa; Approval of the State Implementation Plan and the Operating Permits Program,Environmental Protection Agency,2018-07-26,,2018-08-27,EPA-R07-OAR-2018-0536-0001,5,federalregister
2018-15969,Notice of 90-Day Filing Window Extension for Earth Stations Currently Operating in the 3.7-4.2 GHz Band; Filing Options for Operators With Multiple Earth Station Antennas,Federal Communications Commission,2018-07-26,,,,0,federalregister
2018-15933,Notice of Request for Revision to and Extension of Approval of an Information Collection; Importation of Peppers From Certain Central American Countries,"Agriculture Department, Animal and Plant Health Inspection Service",2018-07-26,,2018-09-24,APHIS-2018-0048-0001,0,federalregister
2018-15993,Notice of Request for Revision to and Extension of Approval of an Information Collection; Movement of Plants and Plant Products From Hawaii and the Territories,"Agriculture Department, Animal and Plant Health Inspection Service",2018-07-26,,2018-09-24,APHIS-2018-0046-0001,0,federalregister
2018-15936,"Agency Information Collection Activities; Proposed Collection; Comments Requested; Reinstatement, With Change, of a Currently Approved Collection","Justice Department, Executive Office for Immigration Review",2018-07-26,,2018-09-24,,0,federalregister
2018-15998,"Registration Review; Draft Human Health Risk Assessments for Atrazine, Propazine, and Simazine and Draft Cumulative Human Health Risk Assessment for the Triazines (Atrazine, Propazine, Simazine); Notice of Availability",Environmental Protection Agency,2018-07-26,,2018-09-24,EPA-HQ-OPP-2013-0266-1161,93,federalregister
2018-15983,Submission for OMB Review; Comment Request,National Credit Union Administration,2018-07-26,,2018-08-27,NCUA-2018-0037-0001,0,federalregister
2018-15968,Draft-National Occupational Research Agenda for Oil and Gas Extraction,"Health and Human Services Department, Centers for Disease Control and Prevention",2018-07-26,,2018-09-24,CDC-2018-0065-0001,5,federalregister
2018-15954,Reporting and Recordkeeping Requirements Under OMB Review,Small Business Administration,2018-07-26,,2018-08-27,,0,federalregister
2018-15935,"Agency Information Collection Activities; Proposed Collection; Comments Requested; Reinstatement, With Change, of a Currently Approved Collection","Justice Department, Executive Office for Immigration Review",2018-07-26,,2018-09-24,,0,federalregister
2018-15934,"Agency Information Collection Activities; Proposed Collection; Comments Requested; Reinstatement, Without Change, of a Currently Approved Collection","Justice Department, Executive Office for Immigration Review",2018-07-26,,2018-09-24,,0,federalregister
2018-15902,SPR Standard Sales Provisions,Energy Department,2018-07-26,,2018-08-27,DOE-HQ-2018-0028-0001,1,federalregister
2018-15813,Air Plan Approval; NC: Inspection and Maintenance Program,Environmental Protection Agency,2018-07-26,,2018-08-27,EPA-R04-OAR-2018-0020-0001,11,federalregister
2018-15985,Agency Information Collection Extension,Energy Department,2018-07-26,,2018-09-24,EERE_FRDOC_0001-1344,8,federalregister
2018-15992,Notice of Request for Revision to and Extension of Approval of an Information Collection; Importation of Peppers From the Republic of Korea,"Agriculture Department, Animal and Plant Health Inspection Service",2018-07-26,,2018-09-24,APHIS-2018-0047-0001,0,federalregister
2018-15974,"Proposed Information Collection; Comment Request; Age Search Service-Forms BC-600, Application for Search of Census Records; BC-649(L), Not Found Letter; and BC-658(L), Insufficient Information Letter","Commerce Department, Census Bureau",2018-07-26,,2018-09-24,USBC-2018-0012-0001,1,federalregister
2018-15964,Airworthiness Directives; Gulfstream Aerospace Corporation Airplanes,"Transportation Department, Federal Aviation Administration",2018-07-27,https://www.regulations.gov/commenton/FAA-2018-0689-0001,2018-09-10,FAA-2018-0689-0001,3,federalregister
2018-16012,"Proposed Amendment of Class E Airspace; Wooster, OH","Transportation Department, Federal Aviation Administration",2018-07-27,,2018-09-10,FAA-2018-0370-0001,0,federalregister
2018-15977,"Proposed Priorities, Requirements, Definitions, and Selection Criteria-Expanding Opportunity Through Quality Charter Schools Program; Grants to Charter Management Organizations for the Replication and Expansion of High-Quality Charter Schools",Education Department,2018-07-27,,2018-08-27,ED-2018-OII-0062-0001,45,federalregister
2018-15822,Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Proposed Amendment 11,"Commerce Department, National Oceanic and Atmospheric Administration",2018-07-27,,2018-10-01,NOAA-NMFS-2018-0011-0028,15,federalregister
2018-16213,Notice of Request for Revision to and Extension of Approval of an Information Collection; Emergency Management Response System,"Agriculture Department, Animal and Plant Health Inspection Service",2018-07-27,,2018-09-25,APHIS-2018-0049-0001,4,federalregister
2018-16098,Notice of Request for Revision to and Extension of Approval of an Information Collection; Importation of Apples From China,"Agriculture Department, Animal and Plant Health Inspection Service",2018-07-27,,2018-09-25,APHIS-2018-0051-0001,0,federalregister
2018-16210,Notice of Request for Revision to and Extension of Approval of an Information Collection; Importation of Papayas From Peru,"Agriculture Department, Animal and Plant Health Inspection Service",2018-07-27,,2018-09-25,APHIS-2018-0050-0001,0,federalregister
2018-16044,Agency Information Collection Activities: Proposed Collection; Comment Request,National Archives and Records Administration,2018-07-27,,2018-09-25,NARA_FRDOC_0001-0728,0,federalregister
2018-16089,Vendor and Grantee Invoice Submission Process Change,"Transportation Department, Transportation Department",2018-07-27,,2018-09-24,DOT-OST-2018-0108-0001,4,federalregister
