document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2020-17351,"Self-Regulatory Organizations; Cboe C2 Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the Options Regulatory Fee",Securities and Exchange Commission,2020-08-10,,,SEC-2020-1275-0001,0,federalregister
2020-17347,"Self-Regulatory Organizations; Investors Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Rule Series 11.600, the Exchange's Compliance Rule Regarding the National Market System Plan Governing the Consolidated Audit Trail to be Consistent With an Amendment Recently Approved by the Commission",Securities and Exchange Commission,2020-08-10,,,SEC-2020-1272-0001,0,federalregister
2020-17332,Fisheries Off West Coast States; Highly Migratory Fisheries; Exempted Fishing Permit To Fish With Longline Gear in the West Coast Exclusive Economic Zone,"Commerce Department, National Oceanic and Atmospheric Administration",2020-08-10,,2020-09-09,NOAA-NMFS-2020-0103-0001,5,federalregister
2020-17355,"Self-Regulatory Organizations; Nasdaq BX, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Various BX Rules in Connection With a Technology Migration",Securities and Exchange Commission,2020-08-10,,,SEC-2020-1271-0001,0,federalregister
2020-17346,"Self-Regulatory Organizations; LCH SA; Notice of Filing of Proposed Rule Change, as Modified by Amendment No. 1, Relating to LCH SA's Governance Arrangements",Securities and Exchange Commission,2020-08-10,,,SEC-2020-1274-0001,0,federalregister
2020-17349,"Self-Regulatory Organizations; NYSE Chicago, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change Governing Liability of Directors and of the Exchange",Securities and Exchange Commission,2020-08-10,,,SEC-2020-1277-0001,0,federalregister
2020-17354,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Marine Site Characterization Surveys,"Commerce Department, National Oceanic and Atmospheric Administration",2020-08-10,,2020-09-09,,0,federalregister
2020-17539,Service Details on Federal Reserve Actions To Support Interbank Settlement of Instant Payments,Federal Reserve System,2020-08-11,,,FRS-2020-0210-0001,0,federalregister
2020-17533,Pulmonary-Allergy Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2020-08-11,,,FDA-2020-N-0626-0003,2,federalregister
2020-17463,"Marketing Status Notifications Under Section 506I of the Federal Food, Drug, and Cosmetic Act; Content and Format; Guidance for Industry; Availability","Health and Human Services Department, Food and Drug Administration",2020-08-11,,,FDA-2018-D-4615-0013,0,federalregister
2020-17506,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Third Party Disclosure and Recordkeeping Requirements for Reportable Food,"Health and Human Services Department, Food and Drug Administration",2020-08-11,,2020-09-10,FDA-2009-N-0501-0012,11,federalregister
2020-17495,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting,"Health and Human Services Department, Food and Drug Administration",2020-08-11,,,FDA-2020-N-0001-0005,0,federalregister
2020-15675,Endangered and Threatened Wildlife and Plants; Revised Designation of Critical Habitat for the Northern Spotted Owl,"Interior Department, Fish and Wildlife Service",2020-08-11,,2020-10-13,FWS-R1-ES-2020-0050-0001,570,federalregister
2020-17430,Pacific Northwest Region; Oregon; Land Management Plan Amendment; Forest Management Direction for Large Diameter Trees in Eastern Oregon,"Agriculture Department, Forest Service",2020-08-11,,2020-09-10,FS_FRDOC_0001-3360,3,federalregister
2020-17444,Agenda and Notice of Public Meeting of the District of Columbia Advisory Committee,Civil Rights Commission,2020-08-11,,,CRC-2020-0218-0001,0,federalregister
2020-17461,Notice of Public Meeting of the Oregon Advisory Committee,Civil Rights Commission,2020-08-11,,,CRC-2020-0220-0001,0,federalregister
2020-17460,Notice of Public Meeting of the Wyoming Advisory Committee,Civil Rights Commission,2020-08-11,,,CRC-2020-0221-0001,0,federalregister
2020-17496,Request for Information on Integration of Automated and Autonomous Commercial Vessels and Vessel Technologies Into the Maritime Transportation System,"Homeland Security Department, Coast Guard",2020-08-11,,2020-10-13,USCG-2019-0698-0001,41,federalregister
2020-17535,Collection of Information Under Review by Office of Management and Budget; OMB Control Number 1625-0073,"Homeland Security Department, Coast Guard",2020-08-11,,2020-09-10,USCG-2020-0189-0005,0,federalregister
2020-17599,Country of Origin Marking of Products of Hong Kong,"Homeland Security Department, U.S. Customs and Border Protection",2020-08-11,,,USCBP-2020-0048-0001,0,federalregister
2020-17488,"Notice of Inventory Completion: Bruce Museum, Inc., Greenwich, CT","Interior Department, National Park Service",2020-08-11,,2020-09-10,,0,federalregister
2020-17486,"Notice of Inventory Completion: Denver Museum of Nature & Science, Denver, CO, and U.S. Department of Agriculture, Forest Service, Gila National Forest, Silver City, NM","Interior Department, National Park Service",2020-08-11,,2020-09-10,,0,federalregister
2020-17490,"Notice of Inventory Completion: Bruce Museum Inc., Greenwich, CT","Interior Department, National Park Service",2020-08-11,,2020-09-10,,0,federalregister
2020-17531,"Mattresses From Cambodia, Indonesia, Malaysia, Serbia, Thailand, the Republic of Turkey, and the Socialist Republic of Vietnam: Postponement of Preliminary Determinations in the Less-Than-Fair-Value Investigations","Commerce Department, International Trade Administration",2020-08-11,,,ITA_FRDOC_0001-6381,0,federalregister
2020-17471,Certain Amorphous Silica Fabric From the People's Republic of China: Rescission of Countervailing Duty Administrative Review; 2019,"Commerce Department, International Trade Administration",2020-08-11,,,ITA_FRDOC_0001-6377,0,federalregister
2020-17521,Narrow Woven Ribbons With Woven Selvedge From the People's Republic of China: Notice of Court Decision Not in Harmony With Final Results of the 2015 Administrative Review and Notice of Amended Final Results,"Commerce Department, International Trade Administration",2020-08-11,,,ITA_FRDOC_0001-6380,0,federalregister
2020-17517,Electricity Advisory Committee,Energy Department,2020-08-11,,,DOE-HQ-2020-0001-0095,0,federalregister
2020-17491,Public Availability of the Department of Energy's FY 2018 Service Contract Inventory,Energy Department,2020-08-11,,,DOE-HQ-2020-0001-0089,0,federalregister
2020-15857,Guidance Involving Hybrid Arrangements and the Allocation of Deductions Attributable to Certain Disqualified Payments Under Section 951A (Global Intangible Low-Taxed Income); Correction,"Treasury Department, Internal Revenue Service",2020-08-11,,,IRS-2020-0004-0006,0,federalregister
2020-17489,"Notice of Inventory Completion: Bruce Museum, Inc., Greenwich, CT","Interior Department, National Park Service",2020-08-11,,2020-09-10,,0,federalregister
2020-17487,"Notice of Inventory Completion: Bruce Museum, Inc., Greenwich, CT","Interior Department, National Park Service",2020-08-11,,2020-09-10,,0,federalregister
2020-17458,"Advisory Committees on Appellate, Bankruptcy, Civil, and Criminal Rules; Hearings of the Judicial Conference",Judicial Conference of the United States,2020-08-11,,,USC-RULES-CV-2020-0003-0002,0,federalregister
2020-17434,Bulk Manufacturer of Controlled Substances Application: Cedarburg Pharmaceuticals,"Justice Department, Drug Enforcement Administration",2020-08-11,,2020-10-13,,0,federalregister
2020-17505,Carbon Pricing in Organized Wholesale Electricity Markets; Supplemental Notice of Technical Conference,"Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1042-0001,0,federalregister
2020-17510,"WBI Energy Transmission, Inc.; Notice of Application","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1045-0001,0,federalregister
2020-17504,"Bob and Judy Goodman; Notice of Intent To File License Application, Filing of Pre Application Document, and Approving Use of the Traditional Licensing Process","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1044-0001,0,federalregister
2020-17538,Allocations of Cross-State Air Pollution Rule Allowances From New Unit Set-Asides for 2020 Control Periods,Environmental Protection Agency,2020-08-11,,,EPA_FRDOC_0001-25811,0,federalregister
2020-17433,Bulk Manufacturer of Controlled Substances Application: National Center for Natural Products Research NIDA MPROJECT,"Justice Department, Drug Enforcement Administration",2020-08-11,,2020-10-13,,0,federalregister
2020-17475,Name of Information Collection: NASA Enterprise Salesforce COVID-19 Contact Tracing,National Aeronautics and Space Administration,2020-08-11,,2020-10-04,,0,federalregister
2020-17492,Agency Information Collection Activities: Comment Request; NSF Surveys To Measure Customer Service Satisfaction,National Science Foundation,2020-08-11,,,NSF_FRDOC_0001-2534,0,federalregister
2020-17582,Sunshine Act Meetings; Regular Board of Directors Meeting,Neighborhood Reinvestment Corporation,2020-08-11,,,NEIGHBOR-2020-0005-0001,0,federalregister
2020-17206,Biweekly Notice; Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving No Significant Hazards Considerations,Nuclear Regulatory Commission,2020-08-11,,2020-09-10,NRC-2020-0177-0001,1,federalregister
2020-17511,New Postal Products,Postal Regulatory Commission,2020-08-11,,2020-08-13,,0,federalregister
2020-17453,Self-Regulatory Organizations; MEMX LLC; Notice of Filing of Proposed Minor Rule Violation Plan,Securities and Exchange Commission,2020-08-11,,,SEC-2020-1281-0001,0,federalregister
2020-17454,Self-Regulatory Organizations; Municipal Securities Rulemaking Board; Order Granting Approval of a Proposed Rule Change Consisting of Amendments to MSRB Rules A-3 and A-6 That Are Designed To Improve Board Governance,Securities and Exchange Commission,2020-08-11,,,SEC-2020-1282-0001,0,federalregister
2020-17497,Notice of OFAC Sanctions Actions,"Treasury Department, Foreign Assets Control Office",2020-08-11,,,OFAC_FRDOC_0001-1181,0,federalregister
2020-17459,Advisory Committee on Disability Compensation; Notice of Meeting,Veterans Affairs Department,2020-08-11,,,VA-2020-VACO-0002-0069,0,federalregister
2020-17530,Notice of Proposals To Engage in or To Acquire Companies Engaged in Permissible Nonbanking Activities,Federal Reserve System,2020-08-11,,,FRS-2020-0211-0001,0,federalregister
2020-17474,"Submission for OMB Review; Federal Management Regulation; Standard Form 94, Statement of Witness",General Services Administration,2020-08-11,,2020-09-10,GSA-GSA-2020-0001-0007,0,federalregister
2020-16670,"Approval and Promulgation of State Air Quality Plans for Designated Facilities and Pollutants; Arkansas, New Mexico, and Albuquerque-Bernalillo County, New Mexico; Control of Emissions From Existing Commercial and Industrial Solid Waste Incineration Units",Environmental Protection Agency,2020-08-11,,2020-09-10,EPA-R06-OAR-2020-0357-0001,1,federalregister
2020-17537,Notice of Request for Extension of a Currently Approved Information Collection,Agriculture Department,2020-08-11,,2020-10-13,USDA_FRDOC_0001-2276,1,federalregister
2020-17529,Agenda and Notice of Public Meeting of the Rhode Island Advisory Committee,Civil Rights Commission,2020-08-11,,,CRC-2020-0219-0001,0,federalregister
2020-17540,Great Lakes Pilotage Advisory Committee Meeting,"Homeland Security Department, Coast Guard",2020-08-11,,,USCG-2020-0322-0001,0,federalregister
2020-17443,Correction to 30-Day Notice Requesting Extension of a Currently Approved Information Collection for Chemical-Terrorism Vulnerability Information (CVI),Homeland Security Department,2020-08-11,,2020-09-10,CISA-2020-0002-0003,0,federalregister
2020-17485,"Notice of Inventory Completion: Sandusky Library, Sandusky, OH","Interior Department, National Park Service",2020-08-11,,2020-09-10,,0,federalregister
2020-17470,Steel Wire Garment Hangers From the People's Republic of China: Final Results of Antidumping Duty Administrative Review; 2018-2019,"Commerce Department, International Trade Administration",2020-08-11,,,ITA_FRDOC_0001-6378,0,federalregister
2020-17532,Certain Walk-Behind Lawn Mowers and Parts Thereof From the People's Republic of China and the Socialist Republic of Vietnam: Postponement of Preliminary Determinations in the Less-Than-Fair-Value Investigations,"Commerce Department, International Trade Administration",2020-08-11,,,ITA_FRDOC_0001-6379,0,federalregister
2020-16291,Privacy Act of 1974; System of Records,Consumer Financial Protection Bureau,2020-08-11,,2020-08-10,CFPB-2020-0025-0001,0,federalregister
2020-17528,"Environmental Impact Statement for Training and Public Land Withdrawal Extension, Fort Irwin, California","Defense Department, Army Department",2020-08-11,,2020-09-10,USA-2020-HQ-0004-0003,0,federalregister
2020-17466,"Airworthiness Directives; Airbus Canada Limited Partnership (Type Certificate Previously Held by C Series Aircraft Limited Partnership (CSALP); Bombardier, Inc.) Airplanes","Transportation Department, Federal Aviation Administration",2020-08-11,https://www.regulations.gov/commenton/FAA-2020-0683-0001,2020-09-25,FAA-2020-0683-0001,2,federalregister
2020-17389,Airworthiness Directives; Rolls-Royce Corporation (Type Certificate Previously Held by Allison Engine Company) Turboprop Engines,"Transportation Department, Federal Aviation Administration",2020-08-11,https://www.regulations.gov/commenton/FAA-2020-0687-0001,2020-09-25,FAA-2020-0687-0001,0,federalregister
2020-17514,Major Portion Prices and Due Date for Additional Royalty Payments on Indian Gas Production in Designated Areas Not Associated With an Index Zone; Correction,"Interior Department, Natural Resources Revenue Office",2020-08-11,,,ONRR-2011-0012-0015,0,federalregister
2020-17465,Certain Wrapping Material and Methods for Use in Agricultural Applications; Notice of Institution,International Trade Commission,2020-08-11,,,ITC-2020-0297-0001,0,federalregister
2020-17436,"Importer of Controlled Substances Application: Cambrex High Point, Inc.","Justice Department, Drug Enforcement Administration",2020-08-11,,2020-09-10,,0,federalregister
2020-17432,"Importer of Controlled Substances Application: Epic Pharma, LLC","Justice Department, Drug Enforcement Administration",2020-08-11,,2020-09-10,,0,federalregister
2020-17438,"Bulk Manufacturer of Controlled Substances Application: Purisys, LLC","Justice Department, Drug Enforcement Administration",2020-08-11,,2020-10-13,,0,federalregister
2020-17437,Importer of Controlled Substances Application: GE Healthcare,"Justice Department, Drug Enforcement Administration",2020-08-11,,2020-09-10,,0,federalregister
2020-17435,"Importer of Controlled Substances Application: Catalent CTS, LLC","Justice Department, Drug Enforcement Administration",2020-08-11,,2020-09-10,,0,federalregister
2020-17499,"Texas Gas Transmission, LLC; Notice of Request for Extension of Time","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1039-0001,0,federalregister
2020-17501,"Flexon, Robert C.; Notice of Filing","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1036-0001,0,federalregister
2020-17503,"Notice of Amendment Application To Extend Expiration Date of Interim Species Protection Plans and Soliciting Comments, Motions To Intervene and Protests","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1043-0001,0,federalregister
2020-17500,"Niggli, Michael R.; Notice of Filing","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1038-0001,0,federalregister
2020-17512,Tuscarora Gas Transmission Company; Notice of Intent To Prepare An Environmental Assessment for the Proposed Tuscarora Xpress Project and Request for Comments on Environmental Issues,"Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1037-0001,0,federalregister
2020-17498,"Trans-Foreland Pipeline Company, LLC; Notice of Revised Schedule for Environmental Review of the Kenai LNG Cool Down Project","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1040-0001,0,federalregister
2020-17502,"Denecour, Jessica ; Notice of Filing","Energy Department, Federal Energy Regulatory Commission",2020-08-11,,,FERC-2020-1041-0001,0,federalregister
2020-17534,Fire Protection Program for Nuclear Power Plants During Decommissioning,Nuclear Regulatory Commission,2020-08-11,,2020-10-13,NRC-2020-0183-0001,1,federalregister
2020-17456,Self-Regulatory Organizations; NYSE American LLC; Notice of Filing and Immediate Effectiveness of Proposed Change To Modify the NYSE American Options Fee Schedule,Securities and Exchange Commission,2020-08-11,,,SEC-2020-1280-0001,0,federalregister
2020-17452,Self-Regulatory Organizations; NYSE American LLC; Notice of Filing and Immediate Effectiveness of Proposed Change To Amend the NYSE American Options Fee Schedule,Securities and Exchange Commission,2020-08-11,,,SEC-2020-1278-0001,0,federalregister
2020-17455,"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Modify the NYSE Arca Options Fee Schedule",Securities and Exchange Commission,2020-08-11,,,SEC-2020-1279-0001,0,federalregister
2020-17494,Class Waiver of the Nonmanufacturer Rule,Small Business Administration,2020-08-11,,2020-09-10,,0,federalregister
2020-17441,"Request for Comments Concerning the Extension of Particular Exclusions Granted Under the $300 Billion Action Pursuant to Section 301: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation","Trade Representative, Office of United States",2020-08-11,,,USTR_FRDOC_0001-0648,0,federalregister
2020-17509,"Notice of Product Exclusion Extensions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation","Trade Representative, Office of United States",2020-08-11,,,USTR_FRDOC_0001-0647,0,federalregister
2020-17440,"Notice of Product Exclusions and Amendments: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation","Trade Representative, Office of United States",2020-08-11,,,USTR_FRDOC_0001-0646,0,federalregister
2020-17479,Petition for Waiver of Compliance,"Transportation Department, Federal Railroad Administration",2020-08-11,,,FRA-2020-0064-0003,2,federalregister
2020-17457,Notice of OFAC Sanctions Actions,"Treasury Department, Foreign Assets Control Office",2020-08-11,,,OFAC_FRDOC_0001-1182,0,federalregister
2020-17478,"Veterans' Family, Caregiver, and Survivor Advisory Committee, Notice of Meeting",Veterans Affairs Department,2020-08-11,,,VA-2020-VACO-0002-0070,0,federalregister
2020-17086,Medicare Program: Hospital Outpatient Prospective Payment and Ambulatory Surgical Center Payment Systems and Quality Reporting Programs; New Categories for Hospital Outpatient Department Prior Authorization Process; Clinical Laboratory Fee Schedule: Laboratory Date of Service Policy; Overall Hospital Quality Star Rating Methodology; and Physician-Owned Hospitals,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2020-08-12,,2020-10-05,CMS-2020-0090-0003,1365,federalregister
2020-17632,"Oil Country Tubular Goods From India, the Republic of Korea, the Republic of Turkey, Ukraine, and the Socialist Republic of Vietnam: Continuation of Antidumping and Countervailing Duty Orders","Commerce Department, International Trade Administration",2020-08-12,,,ITA_FRDOC_0001-6386,0,federalregister
2020-17631,Passenger Vehicle and Light Truck Tires From the Socialist Republic of Vietnam: Postponement of Preliminary Determination in the Countervailing Duty Investigation,"Commerce Department, International Trade Administration",2020-08-12,,,ITA_FRDOC_0001-6385,0,federalregister
2020-17637,"Wood Mouldings and Millwork Products From the People's Republic of China: Preliminary Affirmative Determination of Sales at Less Than Fair Value, Postponement of Final Determination, and Extension of Provisional Measures","Commerce Department, International Trade Administration",2020-08-12,,,ITA_FRDOC_0001-6382,0,federalregister
2020-17658,Notice of Regulatory Waiver Requests Granted for the First Quarter of Calendar Year 2020,Housing and Urban Development Department,2020-08-12,,,HUD-2020-0054-0001,0,federalregister
2020-17554,"Exelon Generation Company, LLC; James A. FitzPatrick Nuclear Power Plant",Nuclear Regulatory Commission,2020-08-12,,,NRC-2020-0025-0003,0,federalregister
2020-17571,"Submission for Review:, Letter Reply To Request for Information, RI 20-64; Former Spouse Survivor Annuity Election, RI 20-64A; Information on Electing a Survivor Annuity for Your Former Spouse, RI 20-64B",Personnel Management Office,2020-08-12,,2020-09-11,OPM_FRDOC_0001-1653,0,federalregister
2020-17569,"Submission for Review; We Need Information About Your Missing Payment, RI 38-31",Personnel Management Office,2020-08-12,,2020-09-11,OPM_FRDOC_0001-1651,2,federalregister
2020-17558,"Self-Regulatory Organizations; Cboe Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change Relating To Introduce a New Data Product To Be Known as Intraday Open-Close Data",Securities and Exchange Commission,2020-08-12,,,SEC-2020-1290-0001,0,federalregister
2020-17561,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change Relating To Introduce a New Data Product To Be Known As Intraday Open-Close Data",Securities and Exchange Commission,2020-08-12,,,SEC-2020-1284-0001,0,federalregister
2020-17565,"Deletion of Items From August 6, 2020 Open Meeting",Federal Communications Commission,2020-08-12,,,FCC-2020-0330-0001,0,federalregister
2020-17655,"Nnabugwu Chinedu Andrew, Avers Logistics Ltd., and CJ Deluz Nigeria Ltd., Complainants v. Marine Transport Logistics, Inc., Alla Solovyeva, and Raya Bakhirev, Respondents; Filing of Complaint and Assignment",Federal Maritime Commission,2020-08-12,,,FMC-2020-0050-0001,0,federalregister
2020-17630,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,Federal Reserve System,2020-08-12,,,FRS-2020-0212-0001,0,federalregister
2020-17552,"Board of Scientific Counselors, National Institute for Occupational Safety and Health (BSC, NIOSH)","Health and Human Services Department, Centers for Disease Control and Prevention",2020-08-12,,,CDC-2020-0092-0001,0,federalregister
2020-17577,Medicare and Medicaid Programs; Quarterly Listing of Program Issuances-April Through June 2020,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2020-08-12,,,CMS-2020-0044-0003,0,federalregister
2020-17542,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Infant Formula Recall Regulations,"Health and Human Services Department, Food and Drug Administration",2020-08-12,,2020-09-11,FDA-2014-N-1027-0009,0,federalregister
2020-17635,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Information Collection Request Title: Health Workforce Connector, OMB No. 0906-0031-Extension","Health and Human Services Department, Health Resources and Services Administration",2020-08-12,,2020-10-13,,0,federalregister
2020-17656,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; NCCC Team Leader Application; Proposed Information Collection; Comment Request,Corporation for National and Community Service,2020-08-12,,2020-09-11,CNCS-2023-0023-0004,0,federalregister
2020-17546,Agency Information Collection Activities; Comment Request; Veterans Upward Bound (VUB) Program Annual Performance Report,Education Department,2020-08-12,,2020-10-13,ED-2020-SCC-0130-0001,0,federalregister
2020-17544,Hydrogen and Fuel Cell Technologies Office Research and Development Strategy Request for Information,Energy Department,2020-08-12,,,EERE_FRDOC_0001-1563,0,federalregister
2020-17619,"Nobles 2 Power Partners, LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization","Energy Department, Federal Energy Regulatory Commission",2020-08-12,,,FERC-2020-1048-0001,0,federalregister
2020-17611,Combined Notice of Filings,"Energy Department, Federal Energy Regulatory Commission",2020-08-12,,,FERC-2020-1052-0001,0,federalregister
2020-17612,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2020-08-12,,,FERC-2020-1050-0001,0,federalregister
2020-17614,"Kings Point Wind, LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization","Energy Department, Federal Energy Regulatory Commission",2020-08-12,,,FERC-2020-1051-0001,0,federalregister
2020-17559,"Self-Regulatory Organizations; Cboe C2 Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change Relating To Introduce a New Data Product To Be Known as Intraday Open-Close Data",Securities and Exchange Commission,2020-08-12,,,SEC-2020-1287-0001,0,federalregister
2020-17564,"Self-Regulatory Organizations; MIAX PEARL, LLC; Notice of Designation of Longer Period for Commission Action on Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change, as Modified by Amendment No. 1, To Establish Rules Governing the Trading of Equity Securities",Securities and Exchange Commission,2020-08-12,,,SEC-2020-1283-0001,0,federalregister
2020-17556,Self-Regulatory Organizations; NYSE American LLC; Notice of Filing and Immediate Effectiveness of Proposed Change To Amend the NYSE American Options Fee Schedule,Securities and Exchange Commission,2020-08-12,,,SEC-2020-1289-0001,0,federalregister
2020-17649,Advisory Committee on Historical Diplomatic Documentation; Notice of Virtual Open Meeting,State Department,2020-08-12,,,DOS_FRDOC_0001-5280,0,federalregister
2020-17648,International Digital Economy and Telecommunication (IDET) Advisory Committee Solicitation of Applications for Membership,State Department,2020-08-12,,,DOS_FRDOC_0001-5281,0,federalregister
2020-17646,Petition for Exemption; Summary of Petition Received; Air Evac EMS Inc.,"Transportation Department, Federal Aviation Administration",2020-08-12,,2020-09-01,FAA-2017-1253-0004,0,federalregister
2020-17583,Petition for Exemption; Summary of Petition Received; Gulfstream Aerospace Corporation,"Transportation Department, Federal Aviation Administration",2020-08-12,,2020-09-01,FAA-2020-0742-0003,0,federalregister
2020-17574,"Environmental Impact Statement: Travis County, Texas","Transportation Department, Federal Highway Administration",2020-08-12,,,FHWA-2013-0002-0745,28,federalregister
2020-17555,Qualification of Drivers; Exemption Applications; Vision,"Transportation Department, Federal Motor Carrier Safety Administration",2020-08-12,https://www.regulations.gov/commenton/FMCSA-2012-0159-0011,,FMCSA-2014-0005-0039,0,federalregister
2020-17592,Request for Comments on the Renewal of a Previously Approved Information Collection: Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,"Transportation Department, Maritime Administration",2020-08-12,https://www.regulations.gov/commenton/MARAD-2020-0098-0001,2020-10-13,MARAD-2020-0098-0001,0,federalregister
2020-17593,Request for Comments on the Approval of a Previously Approved Information Collection: Voluntary Intermodal Sealift Agreement (VISA),"Transportation Department, Maritime Administration",2020-08-12,https://www.regulations.gov/commenton/MARAD-2020-0097-0001,2020-10-13,MARAD-2020-0097-0001,0,federalregister
2020-17596,Petitions for Exemption From the Federal Motor Vehicle Theft Prevention Standard,"Transportation Department, National Highway Traffic Safety Administration",2020-08-12,,,NHTSA-2013-0009-0186,0,federalregister
2020-17603,Hazardous Materials: Notice of Applications for New Special Permits,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2020-08-12,https://www.regulations.gov/commenton/PHMSA-2013-0008-0385,2020-09-11,PHMSA-2013-0008-0385,2,federalregister
2020-17584,IHS/THP Reimbursement Agreements Program-AI/AN Veterans Care Coordination,Veterans Affairs Department,2020-08-12,,,VA-2020-VACO-0002-0071,0,federalregister
2020-17609,"Magnuson-Stevens Fishery Conservation and Management Act Provisions; Fisheries of the Northeastern United States; Amendment 21 to the Summer Flounder, Scup, and Black Sea Bass Fishery Management Plan","Commerce Department, National Oceanic and Atmospheric Administration",2020-08-12,,2020-09-11,NOAA-NMFS-2020-0107-0001,5,federalregister
2020-17588,"Notice of Public Meeting of the Illinois Advisory Committee, Amendment",Civil Rights Commission,2020-08-12,,,CRC-2020-0222-0001,0,federalregister
2020-17638,Wood Mouldings and Millwork Products From Brazil: Preliminary Negative Determination of Sales at Less Than Fair Value and Postponement of Final Determination,"Commerce Department, International Trade Administration",2020-08-12,,,ITA_FRDOC_0001-6383,0,federalregister
2020-17639,Citric Acid and Certain Citrate Salts From Thailand: Preliminary Results of Antidumping Duty Administrative Review; 2018-2019,"Commerce Department, International Trade Administration",2020-08-12,,,ITA_FRDOC_0001-6384,0,federalregister
2020-17579,"Proposed Habitat Conservation Plan for the Taylor's Checkerspot Butterfly and Three Subspecies of the Mazama Pocket Gopher, Puget Sound Energy; Categorical Exclusion","Interior Department, Fish and Wildlife Service",2020-08-12,,2020-09-11,,0,federalregister
2020-17615,Large Residential Washers: Extension of Action,International Trade Commission,2020-08-12,,,ITC-2020-0299-0001,0,federalregister
2020-17618,Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest,International Trade Commission,2020-08-12,,,ITC-2020-0298-0001,0,federalregister
2020-17573,"Information Collection; Improving Customer Experience (OMB Circular A-11, Section 280 Implementation)",National Science Foundation,2020-08-12,,,NSF_FRDOC_0001-2535,0,federalregister
2020-17622,Information Collection: International Atomic Energy Agency Design Information Questionnaire,Nuclear Regulatory Commission,2020-08-12,,2020-09-11,NRC-2020-0027-0002,0,federalregister
2020-17629,Submission of Information Collection for OMB Review; Comment Request; Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,Pension Benefit Guaranty Corporation,2020-08-12,,2020-09-11,PBGC-2020-0001-0009,1,federalregister
2020-17570,"Submission for Review: We Need Important Information About Your Eligibility for Social Security Disability Benefits, RI 98-7",Personnel Management Office,2020-08-12,,2020-09-11,OPM_FRDOC_0001-1652,6,federalregister
2020-17563,Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing of Proposed Rule Change To Amend Rule 122,Securities and Exchange Commission,2020-08-12,,,SEC-2020-1285-0001,0,federalregister
2020-17557,Self-Regulatory Organizations; ICE Clear Credit LLC; Notice of Filing of Proposed Rule Change Relating to the ICC Risk Management Model Description,Securities and Exchange Commission,2020-08-12,,,SEC-2020-1286-0001,0,federalregister
