document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2017-13147,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; Requirements for Certified Applicators Using 1080 Collars for Livestock Protection (Renewal),Environmental Protection Agency,2017-06-23,,2017-07-24,EPA-HQ-OPP-2016-0460-0003,1,federalregister
2017-13164,Radio Broadcasting Services; AM or FM Proposals To Change the Community of License,Federal Communications Commission,2017-06-23,,2017-08-22,FCC-2017-0237-0001,0,federalregister
2017-13130,Airworthiness Directives; British Aerospace Regional Aircraft Airplanes,"Transportation Department, Federal Aviation Administration",2017-06-23,,2017-08-07,FAA-2017-0639-0001,1,federalregister
2017-13129,Airworthiness Directives; Airbus Airplanes,"Transportation Department, Federal Aviation Administration",2017-06-23,,2017-08-07,FAA-2017-0622-0001,2,federalregister
2017-13049,"Proposed Amendment of Class D and Class E Airspace; Redmond, OR","Transportation Department, Federal Aviation Administration",2017-06-23,,2017-08-07,FAA-2017-0390-0001,0,federalregister
2017-13190,Approval of Missouri Air Quality Implementation Plans; Determination of Attainment for the 2010 1-Hour Primary Sulfur Dioxide National Ambient Air Quality Standard; Jefferson County Nonattainment Area,Environmental Protection Agency,2017-06-23,,2017-07-24,EPA-R07-OAR-2017-0251-0001,1,federalregister
2017-13059,Air Plan Approval; ME; New Motor Vehicle Emission Standards,Environmental Protection Agency,2017-06-23,,2017-07-24,EPA-R01-OAR-2013-0089-0001,2,federalregister
2017-13297,Agency for International Development Acquisition Regulation (AIDAR): Agency Warrant Program for Individual Cooperating Country National Personal Services Contractors (CCNPSCs),Agency for International Development,2017-06-23,,,AID-2021-0028-0001,0,federalregister
2017-13152,Mid-Atlantic Fishery Management Council (MAFMC); Public Meeting,"Commerce Department, National Oceanic and Atmospheric Administration",2017-06-23,,2017-07-21,,0,federalregister
2017-13156,Revised National Environmental Policy Act Procedures and Categorical Exclusions,"Commerce Department, National Telecommunications and Information Administration, First Responder Network Authority",2017-06-23,,2017-07-24,FIRSTNET-2017-0001-0001,4,federalregister
2017-13155,"Agency Information Collection Activities; Proposed eCollection; eComments Requested Generic Clearance for Cognitive, Pilot, and Field Studies for Office of Juvenile Justice and Delinquency Prevention Data Collection Activities",Justice Department,2017-06-23,,2017-07-24,,0,federalregister
2017-13181,"Notice of Intent To Rule on a Land Release Request at Elkins, Randolph County Regional Airport, Elkins, WV","Transportation Department, Federal Aviation Administration",2017-06-23,,2017-07-24,FAA-2013-0259-1599,0,federalregister
2017-12812,"Notice of Final Federal Agency Actions on The Hampton Roads Crossing Study in the Cities of Hampton and Norfolk, Virginia","Transportation Department, Federal Highway Administration",2017-06-23,,,FHWA-2013-0002-0419,0,federalregister
2017-13146,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; General Administrative Requirements for Assistance Programs (Renewal),Environmental Protection Agency,2017-06-23,,2017-07-24,EPA-HQ-OARM-2016-0762-0002,0,federalregister
2017-13150,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NSPS for Kraft Pulp Mills (Renewal),Environmental Protection Agency,2017-06-23,,2017-07-24,EPA-HQ-OECA-2014-0034-0006,0,federalregister
2017-13195,Submission of Proposed Recommendations for Industry on Developing Continuous Manufacturing of Solid Dosage Drug Products in Pharmaceutical Manufacturing; Establishment of a Public Docket,"Health and Human Services Department, Food and Drug Administration",2017-06-23,,2017-09-21,FDA-2017-N-2697-0001,24,federalregister
2017-13178,"Agency Information Collection Activities: Proposed Collection: Public Comment Request Information Collection Request Title: Federal Tort Claims Act (FTCA) Program Deeming Applications for Free Clinics, OMB No. 0915-0293-Extension","Health and Human Services Department, Health Resources and Services Administration",2017-06-23,,2017-08-22,,0,federalregister
2017-13149,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Polyether Polyols Production (Renewal),Environmental Protection Agency,2017-06-23,,2017-07-24,EPA-HQ-OECA-2014-0063-0003,0,federalregister
2017-13148,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; National Estuary Program (Renewal),Environmental Protection Agency,2017-06-23,,2017-07-24,EPA-HQ-OW-2006-0369-0013,1,federalregister
2017-13084,"Nissan North America, Inc., Receipt of Petition for Decision of Inconsequential Noncompliance","Transportation Department, National Highway Traffic Safety Administration",2017-06-23,,2017-07-24,NHTSA-2016-0141-0004,0,federalregister
2017-13184,"Proposed Amendment, Revocation, and Establishment of Class D and E Airspace; Enid Vance AFB, OK; Enid Woodring Municipal Airport, OK; Enid, OK; and Vance AFB, OK","Transportation Department, Federal Aviation Administration",2017-06-26,,2017-08-10,FAA-2016-9378-0001,0,federalregister
2017-13247,"Safety Zone, Delaware River; Pipe-Removal","Homeland Security Department, Coast Guard",2017-06-26,,2017-07-11,USCG-2017-0400-0001,0,federalregister
2017-13206,"Safety Zone; Nights in Venice Fireworks, Beach Thorofare, Ocean City, NJ","Homeland Security Department, Coast Guard",2017-06-26,,2017-07-11,USCG-2017-0541-0001,2,federalregister
2017-13277,Proceedings of the Copyright Royalty Board; Violation of Standards of Conduct,"Library of Congress, Copyright Royalty Board",2017-06-26,,2017-07-26,CRB-2017-0011-0002,0,federalregister
2017-13311,Agency Information Collection Activities: Proposed Collection Renewals; Comment Request (3064-0083 & 0194),Federal Deposit Insurance Corporation,2017-06-26,,2017-08-25,FDIC-2017-0065-0001,0,federalregister
2017-13320,Proposed Data Collection Submitted for Public Comment and Recommendations,"Health and Human Services Department, Centers for Disease Control and Prevention",2017-06-26,,2017-08-25,,0,federalregister
2017-13321,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-06-26,,2017-07-26,CMS-2017-0098-0001,0,federalregister
2017-13256,Notice of Intent To Grant Exclusive License,"Agriculture Department, Agricultural Research Service",2017-06-26,,2017-07-26,ARS_FRDOC_0001-0182,0,federalregister
2017-13293,Proposed Information Collection; Comment Request; 2018 National Sample Survey of Registered Nurses,"Commerce Department, Census Bureau",2017-06-26,,2017-08-25,,0,federalregister
2017-13284,"Application to Export Electric Energy; MAG Energy Solutions, Inc.",Energy Department,2017-06-26,,2017-07-26,DOE-HQ-2017-0001-0107,0,federalregister
2017-13272,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Report on Occupational Employment and Wages,Labor Department,2017-06-26,,2017-07-26,DOL_FRDOC_0001-1061,0,federalregister
2017-13224,Proposed Revision of Information Collection Request Submitted for Public Comment; Draft Model Non-Quantitative Treatment Limitations Form,"Treasury Department, Internal Revenue Service",2017-06-26,,2017-09-01,,0,federalregister
2017-13211,Proposed Collection; Comment Request for Taxpayer Statement Regarding Refund,"Treasury Department, Internal Revenue Service",2017-06-26,,2017-08-25,,0,federalregister
2017-13225,Proposed Collection; Comment Request for Request for Miscellaneous Determination,"Treasury Department, Internal Revenue Service",2017-06-26,,2017-08-25,,0,federalregister
2017-13304,Agency Information Collection Activity: The Veterans' Outcome Assessment (VOA) (Veteran Survey Interview),Veterans Affairs Department,2017-06-26,,2017-08-25,VA-2017-VACO-0001-0162,0,federalregister
2017-13303,Agency Information Collection Activity Under OMB Review: Fiduciary Agreement,Veterans Affairs Department,2017-06-26,,2017-07-26,VA-2017-VACO-0001-0163,0,federalregister
2017-13250,Endangered and Threatened Wildlife and Plants; Proposed Endangered Listing Determination for the Taiwanese Humpback Dolphin Under the Endangered Species Act (ESA),"Commerce Department, National Oceanic and Atmospheric Administration",2017-06-26,,2017-08-25,NOAA-NMFS-2016-0041-0006,8,federalregister
2017-13309,Endangered and Threatened Wildlife and Plants; Pima Pineapple Cactus (Coryphantha scheeri var. robustispina) Draft Recovery Plan,"Interior Department, Fish and Wildlife Service",2017-06-26,,2017-08-25,,0,federalregister
2017-13251,Agency Information Collection Activities; Proposed Collection; Comments Requested; Request To Be Included on the List of Pro Bono Legal Service Providers for Individuals in Immigration Proceedings (Form EOIR-56),Justice Department,2017-06-26,,2017-08-25,,0,federalregister
2017-13210,"Special Conditions: General Electric Company, GE9X Engine Models; Endurance Test Special Conditions","Transportation Department, Federal Aviation Administration",2017-06-26,,2017-08-10,FAA-2017-0537-0001,1,federalregister
2017-13427,"2017 Fee Schedule for National Travel and Tourism Office for the Advance Passenger Information System (APIS)/I-92 Program, I-94 International Arrivals Program, and Survey of International Air Travelers Program","Commerce Department, International Trade Administration",2017-06-26,,2017-07-26,ITA-2017-0005-0001,35,federalregister
2017-13276,Proposed Information Collection; Comment Request; Small Business Innovation Research (SBIR) Program Application Cover Sheet,"Commerce Department, National Institute of Standards and Technology",2017-06-26,,2017-08-25,,0,federalregister
2017-13261,Proposed Information Collection; Comment Request,Corporation for National and Community Service,2017-06-26,,2017-08-25,,0,federalregister
2017-13296,Agency Information Collection Activities; Proposed Collection; Comment Request; Extralabel Drug Use in Animals,"Health and Human Services Department, Food and Drug Administration",2017-06-26,,2017-08-25,FDA-2008-N-0312-0006,0,federalregister
2017-13255,Notice of Intent To Grant Exclusive License,"Agriculture Department, Agricultural Research Service",2017-06-26,,2017-07-26,ARS_FRDOC_0001-0183,0,federalregister
2017-13291,"Application To Export Electric Energy; Talen Energy Marketing, LLC",Energy Department,2017-06-26,,2017-07-26,DOE-HQ-2017-0001-0108,0,federalregister
2017-13295,Application to Export Electric Energy; Rainbow Energy Marketing Corporation,Energy Department,2017-06-26,,2017-07-26,DOE-HQ-2017-0001-0106,0,federalregister
2017-13238,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Records of Tests and Examinations of Mine Personnel Hoisting Equipment,Labor Department,2017-06-26,,2017-07-26,DOL_FRDOC_0001-1062,1,federalregister
2017-13273,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Logging Operations Standard,Labor Department,2017-06-26,,2017-07-31,DOL_FRDOC_0001-1059,0,federalregister
2017-13316,"Information Collection: Design Information Questionnaire-IAEA N-71 and Associated Forms N-72, N-73, N-74, N-75, N-76, N-77, N-91, N-92, N-93, and N-94",Nuclear Regulatory Commission,2017-06-26,,2017-07-26,NRC-2016-0205-0016,0,federalregister
2017-13328,30-Day Notice of Proposed Information Collection: Birth Affidavit,State Department,2017-06-26,,2017-07-26,,0,federalregister
2017-13126,Parts and Accessories Necessary for Safe Operation; Application for an Exemption From Daimler Trucks North America LLC,"Transportation Department, Federal Motor Carrier Safety Administration",2017-06-26,,2017-07-26,FMCSA-2017-0176-0001,0,federalregister
2017-13254,U.S. Merchant Marine Academy Board of Visitors Meeting,"Transportation Department, Maritime Administration",2017-06-26,,,MARAD-2013-0011-0051,0,federalregister
2017-13193,Approval and Promulgation of Air Quality Implementation Plans; Indiana; CFR Update,Environmental Protection Agency,2017-06-26,,2017-07-26,EPA-R05-OAR-2016-0760-0001,0,federalregister
2017-13239,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Application for Use of Public Space by Non-DOL Agencies in the Frances Perkins Building,Labor Department,2017-06-26,,2017-07-31,DOL_FRDOC_0001-1060,0,federalregister
2017-13310,Submission for Review: OPM Form 1203-FX (Occupational Questionnaire),Personnel Management Office,2017-06-26,,2017-07-26,OPM_FRDOC_0001-1302,0,federalregister
2017-13235,Notice of Application for Approval of Discontinuance or Modification of a Railroad Signal System,"Transportation Department, Federal Railroad Administration",2017-06-26,,,FRA-2017-0051-0003,0,federalregister
2017-13234,Petition for Waiver of Compliance,"Transportation Department, Federal Railroad Administration",2017-06-26,,,FRA-2017-0041-0003,0,federalregister
2017-12127,Hazardous Materials: Notice of Applications for Special Permits,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2017-06-26,,2017-07-11,PHMSA-2013-0008-0198,1,federalregister
2017-12129,Hazardous Materials: Notice of Applications for Special Permits,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2017-06-26,,2017-07-26,PHMSA-2013-0008-0196,0,federalregister
2017-12128,Hazardous Materials: Notice of Applications for Special Permits,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2017-06-26,,2017-07-26,PHMSA-2013-0008-0197,0,federalregister
2017-13222,Proposed Collection; Comment Request for Regulation Project,"Treasury Department, Internal Revenue Service",2017-06-26,,2017-08-25,,0,federalregister
2017-13226,Proposed Collection; Comment Request for Application To Participate in the IRS Acceptance Program,"Treasury Department, Internal Revenue Service",2017-06-26,,2017-08-25,,0,federalregister
2017-13223,Proposed Collection; Comment Request for Regulation Project,"Treasury Department, Internal Revenue Service",2017-06-26,,2017-08-25,,0,federalregister
2017-13275,Endangered and Threatened Wildlife; 90-Day Finding on a Petition To List 10 Species of Giant Clams as Threatened or Endangered Under the Endangered Species Act,"Commerce Department, National Oceanic and Atmospheric Administration",2017-06-26,,2017-08-25,NOAA-NMFS-2017-0029-0001,27,federalregister
2017-13305,"Special Conditions: Safran Aircraft Engines, Silvercrest-2 SC-2D; Rated Takeoff Thrust at High Ambient Temperature","Transportation Department, Federal Aviation Administration",2017-06-26,,2017-07-06,FAA-2017-0586-0001,0,federalregister
2017-13308,"Review of National Marine Sanctuaries and Marine National Monuments Designated or Expanded Since April 28, 2007; Notice of Opportunity for Public Comment","Commerce Department, National Oceanic and Atmospheric Administration",2017-06-26,,2017-07-26,NOAA-NOS-2017-0066-0001,98011,federalregister
2017-13300,"Agency Information Collection Activities; Proposed Collection; Comment Request; Contests, Challenges, and Awards",Consumer Product Safety Commission,2017-06-26,,2017-08-25,CPSC-2010-0112-0006,0,federalregister
2017-13237,Proposed Information Collection; Comment Request,Corporation for National and Community Service,2017-06-26,,2017-08-25,,0,federalregister
2017-13248,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Medical Devices; Reports of Corrections and Removals,"Health and Human Services Department, Food and Drug Administration",2017-06-26,,2017-07-26,FDA-2016-N-4620-0002,0,federalregister
2017-13245,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Annual Reporting for Custom Device Exemption,"Health and Human Services Department, Food and Drug Administration",2017-06-26,,2017-07-26,FDA-2017-N-1066-0002,0,federalregister
2017-13198,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-06-26,,2017-08-25,CMS-2017-0090-0001,1,federalregister
2017-13260,Notice of Intent To Request Revision and Extension of a Currently Approved Information Collection,"Agriculture Department, National Agricultural Statistics Service",2017-06-26,,2017-08-25,NASS_FRDOC_0001-0181,0,federalregister
2017-13204,"Preparation of an Environmental Impact Statement for West Santa Ana Branch Transit Corridor Project in Los Angeles, CA","Transportation Department, Federal Transit Administration",2017-06-26,,2017-08-04,FTA-2013-0016-0192,0,federalregister
2017-13417,Reducing Regulatory Burdens Imposed by the Patient Protection and Affordable Care Act & Improving Healthcare Choices To Empower,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-06-27,,,,0,federalregister
2017-13334,"Information Collection: NRC Form 354, Data Report on Spouse",Nuclear Regulatory Commission,2017-06-27,,2017-08-28,NRC-2017-0113-0001,0,federalregister
2017-13335,Information Collection: Collection of Operator Simulator Training Data,Nuclear Regulatory Commission,2017-06-27,,2017-08-28,NRC-2017-0039-0001,0,federalregister
2017-13336,Proposed Information Collection; Comment Request; Alaska Prohibited Species Donation (PSD) Program,"Commerce Department, National Oceanic and Atmospheric Administration",2017-06-27,,2017-08-28,,0,federalregister
2017-13365,Airworthiness Directives; Airbus Airplanes,"Transportation Department, Federal Aviation Administration",2017-06-27,,2017-08-11,FAA-2017-0625-0001,5,federalregister
2017-13357,"Airworthiness Directives; Airbus Defense and Space S.A. (Formerly Known as Construcciones Aeronauticas, S.A.) Airplanes","Transportation Department, Federal Aviation Administration",2017-06-27,https://www.regulations.gov/commenton/FAA-2017-0623-0001,2017-08-11,FAA-2017-0623-0001,0,federalregister
2017-13404,"Endangered and Threatened Wildlife and Plants; Availability of Proposed Low-Effect Habitat Conservation Plan; Lakes at St. Sebastian Preserve, Brevard County, FL","Interior Department, Fish and Wildlife Service",2017-06-27,,2017-07-27,,0,federalregister
2017-13375,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; The Consolidated Air Rule (CAR) for the Synthetic Organic Chemical Manufacturing Industry (SOCMI) (Renewal),Environmental Protection Agency,2017-06-27,,2017-07-27,EPA-HQ-OECA-2013-0350-0005,0,federalregister
2017-13440,Petition for Exemption; Summary of Petition Received,"Transportation Department, Federal Aviation Administration",2017-06-27,,2017-07-17,FAA-2013-0259-1605,0,federalregister
2017-13412,"Commercial Driver's License Standards: Application for Exemption; New Prime, Inc. (Prime)","Transportation Department, Federal Motor Carrier Safety Administration",2017-06-27,,,FMCSA-2016-0420-0016,0,federalregister
2017-13373,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; Reporting and Recordkeeping Requirements for National Volatile Organic Compound Emission Standards for Consumer Products (Renewal),Environmental Protection Agency,2017-06-27,,2017-07-27,EPA-HQ-OAR-2007-0563-0014,0,federalregister
2017-13457,"Notice of Intent To Release Certain Properties From All Terms, Conditions, Reservations and Restrictions of a Quitclaim Deed Agreement Between the City of Williston and the Federal Aviation Administration for the Williston Municipal Airport, Williston, FL","Transportation Department, Federal Aviation Administration",2017-06-27,,2017-07-27,FAA-2013-0259-1603,0,federalregister
2017-13332,Request for Nominations of Candidates to the EPA's Clean Air Scientific Advisory Committee (CASAC) and the EPA Science Advisory Board (SAB),Environmental Protection Agency,2017-06-27,,2017-07-27,EPA_FRDOC_0001-20847,3,federalregister
2017-13395,Supplemental Evidence and Data Request on Drug Therapy for Early Rheumatoid Arthritis in Adults-An Update,"Health and Human Services Department, Agency for Healthcare Research and Quality",2017-06-27,,,AHRQ-2022-0004-0642,0,federalregister
2017-13394,Supplemental Evidence and Data Request on Psychological and Pharmacological Treatments for Adults With Posttraumatic Stress Disorder (PTSD): A Systematic Review Update,"Health and Human Services Department, Agency for Healthcare Research and Quality",2017-06-27,,,AHRQ-2022-0004-0641,0,federalregister
2017-13364,"Airworthiness Directives; Bombardier, Inc., Airplanes","Transportation Department, Federal Aviation Administration",2017-06-27,,2017-08-11,FAA-2017-0626-0001,1,federalregister
2017-13374,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NSPS for Equipment Leaks of VOC in Petroleum Refineries (Renewal),Environmental Protection Agency,2017-06-27,,2017-07-27,EPA-HQ-OECA-2013-0303-0005,1,federalregister
2017-13396,National Advisory Council for Healthcare Research and Quality: Request for Nominations for Public Members,"Health and Human Services Department, Agency for Healthcare Research and Quality",2017-06-27,,,AHRQ-2022-0004-0639,0,federalregister
2017-13393,Meeting of the National Advisory Council for Healthcare Research and Quality,"Health and Human Services Department, Agency for Healthcare Research and Quality",2017-06-27,,,AHRQ-2022-0004-0640,0,federalregister
2017-13340,Agency Information Collection Activities: Proposed Collection; Comment Request; Exemption of State-Owned Properties Under Self-Insurance Plan,"Homeland Security Department, Federal Emergency Management Agency",2017-06-27,,2017-08-28,FEMA-2017-0027-0001,1,federalregister
2017-13410,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Discretionary Options for Designated Spouses, Parents, and Sons and Daughters of Certain Military Personnel, Veterans, and Enlistees","Homeland Security Department, U.S. Citizenship and Immigration Services",2017-06-27,,2017-07-27,USCIS-2005-0024-0038,0,federalregister
2017-13450,60-Day Notice of Proposed Information Collection: Transfer and Consolidation of Public Housing Programs and Public Housing Agencies,Housing and Urban Development Department,2017-06-27,,2017-08-28,HUD-2014-0003-0003,1,federalregister
2017-13420,Agency Information Collection Activities: OMB Control Number 1018-0123; International Conservation Grant Programs,"Interior Department, Fish and Wildlife Service",2017-06-27,,2017-08-28,,0,federalregister
2017-13453,60-Day Notice of Proposed Information Collection: Flexible Sleeper Berth Pilot Program,"Transportation Department, Federal Motor Carrier Safety Administration",2017-06-27,,2017-08-28,FMCSA-2016-0394-0001,6,federalregister
2017-13413,Waiver Request for Aquaculture Support Operations for the 2017 Calendar Year: SADIE JANE,"Transportation Department, Maritime Administration",2017-06-27,https://www.regulations.gov/commenton/MARAD-2017-0113-0001,2017-07-27,MARAD-2017-0113-0001,0,federalregister
2017-13442,Proposed Agency Information Collection Activities; Comment Request,"Treasury Department, Comptroller of the Currency, Federal Reserve System, Federal Deposit Insurance Corporation",2017-06-27,,2017-08-28,FDIC-2017-0066-0001,0,federalregister
2017-13346,Proposed Collection; Comment Request for Regulations Associated With Miscellaneous Elections,"Treasury Department, Internal Revenue Service",2017-06-27,,2017-08-28,,0,federalregister
2017-13341,Proposed Collection; Comment Request for Regulation Project,"Treasury Department, Internal Revenue Service",2017-06-27,,2017-08-28,,0,federalregister
2017-13439,New Postal Products,Postal Regulatory Commission,2017-06-27,,2017-06-29,,0,federalregister
2017-12871,Occupational Exposure to Beryllium and Beryllium Compounds in Construction and Shipyard Sectors,"Labor Department, Occupational Safety and Health Administration",2017-06-27,,2017-08-28,OSHA-H005C-2006-0870-2076,1477,federalregister
2017-13471,CAN-SPAM Rule,Federal Trade Commission,2017-06-28,,2017-08-31,FTC-2017-0043-0001,1,federalregister
2017-13476,Trade Regulation Rule Concerning Deceptive Advertising as to Sizes of Viewable Pictures Shown by Television Receiving Sets,Federal Trade Commission,2017-06-28,,2017-08-31,FTC-2017-0045-0001,0,federalregister
2017-13472,Regulatory Review Schedule,Federal Trade Commission,2017-06-28,,,,0,federalregister
2017-13500,30-Day Notice of Proposed Information Collection: Passport Demand Forecasting Survey,State Department,2017-06-28,,2017-07-28,,0,federalregister
2017-13499,"30-Day Notice of Proposed Information Collection: Overseas Pre-Assignment Medical History and Examination, Non-Foreign Service Personnel and Their Family Members",State Department,2017-06-28,,2017-07-28,,0,federalregister
2017-13529,Marine Mammals; File No. 19425,"Commerce Department, National Oceanic and Atmospheric Administration",2017-06-28,,2017-07-28,,0,federalregister
2017-13494,Submission for OMB Review; Comment Request,Defense Department,2017-06-28,,2017-07-28,DOD-2016-HA-0109-0002,0,federalregister
2017-13503,Submission for OMB Review; Comment Request,Defense Department,2017-06-28,,2017-07-28,DOD-2015-OS-0129-0015,1,federalregister
2017-13541,"Proposed De minimis Settlement With Sunoco (R&M), LLC at Lammers Barrel Site in Beavercreek, Ohio",Environmental Protection Agency,2017-06-28,,2017-07-28,EPA_FRDOC_0001-20857,0,federalregister
2017-13513,"List of Approved Spent Fuel Storage Casks: Holtec International HI-STORM Flood/Wind Multipurpose Canister Storage System, Certificate of Compliance No. 1032, Amendment No. 3",Nuclear Regulatory Commission,2017-06-28,,2017-07-28,NRC-2017-0089-0001,0,federalregister
C1-2017-13305,"Special Conditions: Safran Aircraft Engines, Silvercrest-2 SC-2D; Rated Takeoff Thrust at High Ambient Temperature","Transportation Department, Federal Aviation Administration",2017-06-28,,,FAA-2017-0586-0002,0,federalregister
2017-13507,Notice of Final Federal Agency Actions of Proposed Highway in California,"Transportation Department, Federal Highway Administration",2017-06-28,,,FHWA-2013-0002-0420,0,federalregister
2017-13390,Fisheries of the Northeastern United States; Amendment 6 to the Tilefish Fishery Management Plan,"Commerce Department, National Oceanic and Atmospheric Administration",2017-06-28,,2017-07-28,NOAA-NMFS-2016-0025-0003,38,federalregister
2017-13484,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2017-06-28,,2017-07-13,,0,federalregister
2017-13485,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2017-06-28,,2017-07-13,,0,federalregister
2017-13463,Solicitation for Written Comments on the Development of Healthy People 2030,Health and Human Services Department,2017-06-28,,2017-09-29,,0,federalregister
2017-13483,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2017-06-28,,2017-07-13,,0,federalregister
2017-13461,"Agency Information Collection Activities; Proposed eCollection, eComments Requested; Extension Without Change of a Previously Approved Collection; Dispensing Records of Individual Practitioners",Justice Department,2017-06-28,,2017-08-28,,0,federalregister
2017-13506,2020 Census Redistricting Data Program Commencement of Phase 2: The Voting District Project,"Commerce Department, Census Bureau",2017-06-28,,2017-07-28,,0,federalregister
2017-13512,Proposed Collection; Comment Request,Defense Department,2017-06-28,,2017-08-28,DOD-2017-OS-0030-0001,0,federalregister
2017-13558,Agency Information Collection Activities: Submission for OMB Review; Comment Request; Request for Federal Assistance Form-How To Process Mission Assignments in Federal Disaster Operations,"Homeland Security Department, Federal Emergency Management Agency",2017-06-28,,2017-07-28,FEMA-2017-0010-0002,0,federalregister
2017-13477,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Monthly Report on Naturalization Papers","Homeland Security Department, U.S. Citizenship and Immigration Services",2017-06-28,,2017-07-28,USCIS-2005-0032-0023,0,federalregister
2017-13551,Enforcing the Regulatory Reform Agenda; Department of Justice Task Force on Regulatory Reform Under E.O. 13777,Justice Department,2017-06-28,,2017-08-14,DOJ-OLP-2017-0007-0017,16,federalregister
2017-13470,Rules and Regulations Under the Textile Fiber Products Identification Act,Federal Trade Commission,2017-06-28,,2017-07-31,FTC-2017-0046-0001,1,federalregister
2017-13550,Improve Tracking of Workplace Injuries and Illnesses: Proposed Delay of Compliance Date,"Labor Department, Occupational Safety and Health Administration",2017-06-28,,2017-07-13,OSHA-2013-0023-1841,79,federalregister
2017-13515,Information Collection Being Reviewed by the Federal Communications Commission Under Delegate Authority,Federal Communications Commission,2017-06-28,,2017-08-28,FCC-2017-0238-0001,0,federalregister
2017-13614,"Information Collection: NRC Form 749, “Manual License Verification Report”",Nuclear Regulatory Commission,2017-06-29,,2017-07-31,NRC-2016-0183-0003,0,federalregister
2017-13651,Application for Recertification of Cook Inlet Regional Citizens' Advisory Council,"Homeland Security Department, Coast Guard",2017-06-29,,2017-07-31,USCG-2017-0289-0001,45,federalregister
2017-13655,Proposed Information Collection Request; Comment Request; Alternative Affirmative Defense Requirements for Ultra-low Sulfur Diesel,Environmental Protection Agency,2017-06-29,,2017-08-28,EPA-HQ-OAR-2007-1158-0011,0,federalregister
2017-13677,Proposed Information Collection Request; Comment Request; Modification of Secondary Treatment Requirements for Discharges Into Marine Waters (Renewal),Environmental Protection Agency,2017-06-29,,2017-08-28,EPA-HQ-OW-2003-0033-0026,1,federalregister
2017-13498,Airworthiness Directives; Piaggio Aero Industries S.p.A. Airplanes,"Transportation Department, Federal Aviation Administration",2017-06-29,https://www.regulations.gov/commenton/FAA-2017-0648-0001,2017-08-14,FAA-2017-0648-0001,0,federalregister
2017-12845,Amendments to Rules Concerning Prepaid Accounts Under the Electronic Fund Transfer Act (Regulation E) and the Truth in Lending Act (Regulation Z),Consumer Financial Protection Bureau,2017-06-29,,2017-08-14,CFPB-2017-0015-0001,39,federalregister
2017-13610,Request for Comments Regarding the Administration's Reviews and Report to the President on Trade Agreement Violations and Abuses,"Trade Representative, Office of United States",2017-06-29,,2017-07-31,USTR-2017-0010-0001,112,federalregister
2017-13667,Promulgation of State Implementation Plan Revisions; Infrastructure Requirements for the 2010 SO2 and 2012 PM2.5 National Ambient Air Quality Standards; North Dakota,Environmental Protection Agency,2017-06-29,,2017-07-31,EPA-R08-OAR-2013-0558-0001,0,federalregister
2017-13546,Air Plan Approval; GA and SC: Changes to Ambient Air Standards and Definitions,Environmental Protection Agency,2017-06-29,,2017-07-31,EPA-R04-OAR-2016-0504-0001,0,federalregister
2017-13668,Approval of Section 112(l) Authority for Hazardous Air Pollutants; Equivalency by Permit Provisions; National Emission Standards for Hazardous Air Pollutants; Plating and Polishing Operations,Environmental Protection Agency,2017-06-29,,2017-07-31,EPA-R04-OAR-2017-0209-0002,0,federalregister
2017-13579,Fisheries of the Northeastern United States; Atlantic Sea Scallop Fishery; State Waters Exemption,"Commerce Department, National Oceanic and Atmospheric Administration",2017-06-29,,2017-07-14,NOAA-NMFS-2017-0042-0001,8,federalregister
2017-13574,Agency Information Collection Activities: Proposed Collection; Comment Request-Supplemental Nutrition Assistance Program Repayment Demand and Program Disqualification,"Agriculture Department, Food and Nutrition Service",2017-06-29,,2017-08-28,FNS-2017-0029-0001,1,federalregister
