document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2019-15315,Request for Information on VIA Task Force Report: R&D Opportunities in Video & Image Analytics,National Science Foundation,2019-07-18,,2019-08-31,NSF_FRDOC_0001-2358,0,federalregister
2019-14946,"Medicare and Medicaid Programs; Requirements for Long-Term Care Facilities: Regulatory Provisions To Promote Efficiency, and Transparency","Health and Human Services Department, Centers for Medicare & Medicaid Services",2019-07-18,,2019-09-16,CMS-2019-0105-0001,1731,federalregister
2019-14902,Medicare Program; Specialty Care Models To Improve Quality of Care and Reduce Expenditures,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2019-07-18,,2019-09-16,CMS-2019-0101-0001,330,federalregister
2019-15299,"Taking of Marine Mammals Incidental to Specific Activities; Taking of Marine Mammals Incidental To Pile Driving Activities During Construction of a Ferry Terminal at Seaplane Lagoon, Alameda Point, San Francisco, California","Commerce Department, National Oceanic and Atmospheric Administration",2019-07-18,,2019-08-19,,0,federalregister
2019-15278,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Application Package for Senior Corps Project Progress Report,Corporation for National and Community Service,2019-07-18,,2019-09-16,CNCS-2019-0015-0001,0,federalregister
2019-15267,"Public Hearings on Liquefied Gas Carriers Transiting Through San Juan Harbor, San Juan, PR","Homeland Security Department, Coast Guard",2019-07-18,,2019-10-04,USCG-2019-0460-0001,5,federalregister
2019-15305,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Partial Deletion of the Idaho Pole Company Superfund Site,Environmental Protection Agency,2019-07-19,,2019-08-19,EPA-HQ-SFUND-1986-0005-0262,1,federalregister
2019-15401,Agency Information Collection Activities: Proposed Collection; Comment Request WIC Nutrition Assessment and Tailoring Study,"Agriculture Department, Food and Nutrition Service",2019-07-19,,2019-09-17,FNS-2019-0039-0001,4,federalregister
2019-15262,Registration With Alternative Compliance for Non-U.S. Derivatives Clearing Organizations,Commodity Futures Trading Commission,2019-07-19,,2019-09-17,CFTC-2019-0063-0001,0,federalregister
2019-15324,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Educational Opportunity Centers Program (EOC) Annual Performance Report,Education Department,2019-07-19,,2019-08-19,ED-2019-ICCD-0063-0005,1,federalregister
2019-15413,Airworthiness Directives; Ipeco Pilot and Co-Pilot Seats,"Transportation Department, Federal Aviation Administration",2019-07-19,,2019-09-03,FAA-2019-0260-0001,1,federalregister
2019-15433,"Notice of Inventory Completion: Department of Anthropology, University of Alaska Anchorage, Anchorage, AK","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15435,"Notice of Inventory Completion: Department of Anthropology, University of Alaska Anchorage, Anchorage, AK","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15436,"Notice of Intent To Repatriate Cultural Items: Buffalo Bill Center of the West, Plains Indian Museum, Cody, WY","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15396,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2019-07-19,,2019-08-05,,0,federalregister
2019-15381,"Agency Information Collection Activities; Proposed Collection Comments Requested; Extension Without Change, of a Previously Approved Collection Claims of U.S. Nationals Referred to the Commission by the Department of State Pursuant to Section 4(A)(1)(C) of the International Claims Settlement Act of 1949","Justice Department, Foreign Claims Settlement Commission",2019-07-19,,2019-09-17,,0,federalregister
2019-15382,Agency Information Collection Activities; Proposed eCollection eComments Requested; United States Victims of State Sponsored Terrorism Fund Application Form,Justice Department,2019-07-19,,2019-09-17,,0,federalregister
2019-15342,Agency Information Collection Activities; Comment Request; Financial Report Form ETA-9130,"Labor Department, Employment and Training Administration",2019-07-19,,2019-09-17,,0,federalregister
2019-15331,New Postal Products,Postal Regulatory Commission,2019-07-19,,2019-07-22,,0,federalregister
2019-15365,Proposed Agency Information Collection Activities; Comment Request,Federal Reserve System,2019-07-19,,2019-09-17,FRS-2019-0229-0001,0,federalregister
2019-15370,Submission for OMB Review; Accident Prevention Plans,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2019-07-19,,2019-08-19,DOD-2019-OS-0002-0038,0,federalregister
2019-15424,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2019-07-19,,2019-08-19,CMS-2019-0064-0002,0,federalregister
2019-15367,"Agency Information Collection Activities: Proposed Collection: Public Comment Request Information Collection Request Title: Ryan White HIV/AIDS Program (RWHAP) Parts A and B Unobligated Balances and Rebate Addendum Tables, OMB No. 0906-xxxx-New","Health and Human Services Department, Health Resources and Services Administration",2019-07-19,,2019-09-17,,0,federalregister
2019-15323,Agency Information Collection Request. 60-Day Public Comment Request,Health and Human Services Department,2019-07-19,,2019-09-17,,0,federalregister
2019-15337,Proposed Flood Hazard Determinations,"Homeland Security Department, Federal Emergency Management Agency",2019-07-19,,2019-10-17,FEMA-2019-0002-0079,0,federalregister
2019-15393,Agency Information Collection Request. 30-Day Public Comment Request,Health and Human Services Department,2019-07-19,,2019-08-19,,0,federalregister
2019-15339,Proposed Flood Hazard Determinations,"Homeland Security Department, Federal Emergency Management Agency",2019-07-19,,2019-10-17,FEMA-2019-0002-0076,0,federalregister
2019-15416,"60-Day Notice of Proposed Information Collection: Ginnie Mae Mortgage-Backed Securities Guide 5500.3, Revision 1 (Forms and Electronic Data Submissions)",Housing and Urban Development Department,2019-07-19,,2019-09-17,HUD-2006-0229-0019,0,federalregister
2019-15414,60-Day Notice of Proposed Information Collection: Multifamily Housing Procedures for Projects Affected by Presidentially-Declared Disasters,Housing and Urban Development Department,2019-07-19,,2019-09-17,HUD-2015-0097-0003,0,federalregister
2019-15357,Endangered and Threatened Species; Receipt of Recovery Permit Application,"Interior Department, Fish and Wildlife Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15359,Endangered and Threatened Species; Receipt of Recovery Permit Applications,"Interior Department, Fish and Wildlife Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15406,Centers of Excellence for Domestic Maritime Workforce Training and Education Designation Program Guidance: Proposed New Policy and Information Collection Request,"Transportation Department, Maritime Administration",2019-07-19,https://www.regulations.gov/commenton/MARAD-2018-0088-0020,2019-09-17,MARAD-2018-0088-0020,5,federalregister
2019-15369,Submission for OMB Review; Schedules for Construction Contracts,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2019-07-19,,2019-08-19,DOD-2019-OS-0002-0037,0,federalregister
2019-15387,Agency Information Collection Request. 30-Day Public Comment Request,Health and Human Services Department,2019-07-19,,2019-08-19,,0,federalregister
2019-15333,Periodic Reporting,Postal Regulatory Commission,2019-07-19,,2019-08-26,PRC-2019-0017-0001,0,federalregister
2019-15329,"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Reef Fish Fishery of the Gulf of Mexico; Red Grouper Management Measures","Commerce Department, National Oceanic and Atmospheric Administration",2019-07-19,,2019-08-19,NOAA-NMFS-2019-0061-0001,15,federalregister
2019-15391,Procurement List; Proposed deletions,Committee for Purchase From People Who Are Blind or Severely Disabled,2019-07-19,,2019-08-18,CPPBSD-2019-0045-0001,0,federalregister
2019-15399,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2019-07-19,,2019-08-05,,0,federalregister
2019-15438,"Notice of Inventory Completion: State University of New York at Oswego, Oswego, NY","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15439,"Notice of Inventory Completion: State University of New York at Oswego, Oswego, NY","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15440,"Notice of Inventory Completion: State University of New York at Oswego, Oswego, NY","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15363,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Consumer Expenditure Surveys: Quarterly Interview and Diary,Labor Department,2019-07-19,,2019-08-19,DOL_FRDOC_0001-1349,1,federalregister
2019-15386,Pipeline Safety: Request for Special Permit; TransCanada/Columbia Pipeline Group,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2019-07-19,,2019-08-19,PHMSA-RSPA-2004-18757-0009,2,federalregister
2019-15426,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2019-07-19,,2019-09-17,CMS-2019-0107-0001,0,federalregister
2019-15395,Agency Information Collection Request. 30-Day Public Comment Request,Health and Human Services Department,2019-07-19,,2019-08-19,,0,federalregister
2019-15432,Agency Information Collection Activities: Proposed Collection; Comment Request; Submission for OMB Review; Comment Request; Debt Collection Financial Statement,"Homeland Security Department, Federal Emergency Management Agency",2019-07-19,,2019-09-17,FEMA-2019-0004-0001,0,federalregister
2019-15415,60-Day Notice of Proposed Information Collection: Mark-to-Market Program; Requirements for Community-Based Non-Profit Organizations and Public Agencies,Housing and Urban Development Department,2019-07-19,,2019-09-17,HUD-2019-0063-0001,0,federalregister
2019-15441,"Notice of Inventory Completion: State University of New York at Oswego, Oswego, NY","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15437,"Notice of Inventory Completion: State University of New York at Oswego, Oswego, NY","Interior Department, National Park Service",2019-07-19,,2019-08-19,,0,federalregister
2019-15364,Agency Information Collection Activity Under OMB Review,"Transportation Department, Federal Transit Administration",2019-07-19,,2019-08-19,FTA-2019-0015-0001,0,federalregister
2019-15350,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Physician Interpretation of Information About Prescription Drugs in Scientific Publications Versus Promotional Pieces,"Health and Human Services Department, Food and Drug Administration",2019-07-19,,2019-08-19,FDA-2018-N-3163-0006,0,federalregister
2019-15394,Agency Information Collection Request. 30-Day Public Comment Request,Health and Human Services Department,2019-07-19,,2019-08-19,,0,federalregister
2019-15384,"TUV SUD America, Inc.: Application for Expansion of Recognition","Labor Department, Occupational Safety and Health Administration",2019-07-19,,2019-08-05,OSHA-2007-0043-0028,0,federalregister
2019-15389,Agency Information Collection Request. 30-Day Public Comment Request,Health and Human Services Department,2019-07-19,,2019-08-19,,0,federalregister
2019-15388,Agency Information Collection Request. 30-Day Public Comment Request,Health and Human Services Department,2019-07-19,,2019-08-19,,0,federalregister
2019-15368,"Submission for OMB Review; Bid Guarantees, Performance and Payment Bonds, and Alternative Payment Protections","Defense Department, General Services Administration, National Aeronautics and Space Administration",2019-07-19,,2019-08-19,DOD-2019-OS-0002-0039,0,federalregister
2019-15442,"Proposed Amendment of Class E Airspace; St. James, MN","Transportation Department, Federal Aviation Administration",2019-07-22,,2019-09-05,FAA-2019-0550-0001,0,federalregister
2019-15445,"Proposed Amendment of the Class D and Class E Airspace, Establishment of Class E Airspace, and Revocation of Class E Airspace; Louisville, KY","Transportation Department, Federal Aviation Administration",2019-07-22,https://www.regulations.gov/commenton/FAA-2019-0109-0001,2019-09-05,FAA-2019-0109-0001,0,federalregister
2019-15371,Notification of Submission to the Secretary of Agriculture; Pesticides; Agricultural Worker Protection Standard; Revision of the Application Exclusion Zone Requirements,Environmental Protection Agency,2019-07-22,,,,0,federalregister
2019-15418,Air Plan Approval; KY; Existing Indirect Heat Exchangers for Jefferson County,Environmental Protection Agency,2019-07-22,,2019-08-21,EPA-R04-OAR-2019-0278-0001,4,federalregister
2019-15503,United States Section; Notice of Extension of Time for Public Comment Period for the Draft Environmental Assessment (EA) and Finding of No Significant Impact (FONSI) for Aquatic Habitat Restoration in the Rio Grande Canalization Project and for the Draft EA and FONSI for the Continued Implementation of the River Management Plan,"International Boundary and Water Commission, United States and Mexico",2019-07-22,,2019-07-22,,0,federalregister
2019-15454,New Postal Products,Postal Regulatory Commission,2019-07-22,,2019-07-23,,0,federalregister
2019-15533,"Notice of Intent To Rule on Disposal of Aeronautical Property at Asheville Regional Airport, Asheville, NC (AVL)","Transportation Department, Federal Aviation Administration",2019-07-22,https://www.regulations.gov/commenton/FAA-2013-0259-2674,2019-08-21,FAA-2013-0259-2674,0,federalregister
2019-15464,"Environmental Impact Statement: Lake, Cook and McHenry Counties, Illinois","Transportation Department, Federal Highway Administration",2019-07-22,,,FHWA-2013-0002-0635,0,federalregister
2019-15495,Endangered and Threatened Species; Take of Anadromous Fish,"Commerce Department, National Oceanic and Atmospheric Administration",2019-07-22,,2019-08-21,,0,federalregister
2019-15517,"Notice of Availability of a Draft Environmental Assessment, Proposed Evaluation and Pending Determinations, and Hatchery and Genetic Management Plans","Commerce Department, National Oceanic and Atmospheric Administration",2019-07-22,,2019-08-28,,0,federalregister
2019-15524,"Agency Information Collection Activities: Notice of Intent To Renew Collection 3038-0099, Process for a Swap Execution Facility or Designated Contract Market To Make a Swap Available To Trade",Commodity Futures Trading Commission,2019-07-22,,2019-09-20,CFTC-2019-0064-0001,0,federalregister
2019-15498,Information Collection Requirement Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2019-07-22,,2019-09-20,FCC-2019-0202-0001,0,federalregister
2019-15477,Endangered and Threatened Species; Receipt of Recovery Permit Application,"Interior Department, Fish and Wildlife Service",2019-07-22,,2019-08-21,,0,federalregister
2019-15444,"Proposed Amendment of Class D and E Airspace and Establishment of Class E Airspace; La Crosse, WI","Transportation Department, Federal Aviation Administration",2019-07-22,,2019-09-05,FAA-2019-0503-0001,0,federalregister
2019-15420,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Partial Deletion of the Escambia Wood-Pensacola Superfund Site,Environmental Protection Agency,2019-07-22,,2019-08-21,EPA-HQ-SFUND-1994-0001-0038,0,federalregister
2019-15539,Limitation on Claims Against Proposed Public Transportation Projects,"Transportation Department, Federal Transit Administration",2019-07-22,,,FTA-2013-0016-0308,0,federalregister
2019-15451,"Submission for OMB Review; Permits, Authorities, or Franchises","Defense Department, General Services Administration, National Aeronautics and Space Administration",2019-07-22,,2019-08-21,DOD-2019-OS-0002-0041,0,federalregister
2019-15501,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Consumer Financial Protection Bureau,2019-07-22,,2019-08-21,CFPB-2019-0038-0001,1,federalregister
2019-15515,"Environmental Impact Statement Addressing Heat and Electrical Generation and Distribution Upgrades at Fort Wainwright, Alaska","Defense Department, Army Department",2019-07-22,,2019-08-21,USA-2019-HQ-0001-0001,0,federalregister
2019-15480,Proposed Collection; Comment Request,"Defense Department, Army Department",2019-07-22,,2019-09-20,USA-2019-HQ-0025-0001,0,federalregister
2019-15297,"Notice of Availability of a Draft Environmental Impact Statement in Cooperation With the North Carolina Department of Transportation for Improvements to the US 70 Corridor Between the Town of LaGrange, Lenoir County and the Town of Dover, Jones County, NC. Depending on the Alternative Selected, the Proposed Project May Serve as a Bypass to the Town of Kinston","Defense Department, Engineers Corps",2019-07-22,,2019-09-06,COE-2019-0001-0011,0,federalregister
2019-15523,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Food Labeling: Nutrition Facts Label and Supplement Facts Label,"Health and Human Services Department, Food and Drug Administration",2019-07-22,,2019-08-21,FDA-2019-N-1265-0003,4,federalregister
2019-15488,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Bar Code Label Requirement for Human Drug and Biological Products,"Health and Human Services Department, Food and Drug Administration",2019-07-22,,2019-08-21,FDA-2012-N-0873-0009,0,federalregister
2019-15494,"Endangered and Threatened Species; Receipt of an Incidental Take Permit Application and Low-Effect Habitat Conservation Plan for the Desert Tortoise; High Desert Power Project, San Bernardino County, California","Interior Department, Fish and Wildlife Service",2019-07-22,,2019-08-21,FWS-R8-ES-2019-0064-0001,2,federalregister
2019-15534,Agency Information Collection Activities; Topographic Data Grants,"Interior Department, Geological Survey",2019-07-22,,2019-09-20,,0,federalregister
2019-15443,"Proposed Amendment of Class D and E Airspace; Alpena, MI","Transportation Department, Federal Aviation Administration",2019-07-22,,2019-09-05,FAA-2019-0549-0001,0,federalregister
2019-15491,Proposed Information Collection; Comment Request; Fisheries Finance Program Requirements,"Commerce Department, National Oceanic and Atmospheric Administration",2019-07-22,,2019-09-20,,0,federalregister
2019-15452,Submission for OMB Review; Economic Purchase Quantity-Supplies,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2019-07-22,,2019-08-21,FAR-2019-0003-0036,0,federalregister
2019-15506,Test Procedure Interim Waiver Process,Energy Department,2019-07-22,,2019-08-06,EERE-2019-BT-NOA-0011-0030,24,federalregister
2019-15434,Greater-Than-Class-C and Transuranic Waste,Nuclear Regulatory Commission,2019-07-22,,2019-09-20,NRC-2017-0081-0014,11,federalregister
2019-15478,"Special Conditions: Voyageur Aerotech Inc., Bombardier DHC-8-100, DHC-8-200, DHC-8-300 and DHC-8-400 Series Airplanes; Installed Rechargeable Lithium Batteries","Transportation Department, Federal Aviation Administration",2019-07-22,,2019-09-05,FAA-2019-0488-0001,0,federalregister
2019-15465,Streamlined Launch and Reentry Licensing Requirements; Notice of Availability and Extension of Comment Period,"Transportation Department, Federal Aviation Administration",2019-07-22,,2019-08-19,FAA-2019-0229-0111,47,federalregister
2019-15419,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Partial Deletion of the Townsend Saw Chain Co. Superfund Site,Environmental Protection Agency,2019-07-22,,2019-08-21,EPA-HQ-SFUND-1990-0010-0061,0,federalregister
2019-15520,Meeting of the Fruit and Vegetable Industry Advisory Committee,"Agriculture Department, Agricultural Marketing Service",2019-07-22,,2019-07-31,AMS-SC-19-0061-0001,3,federalregister
2019-15505,Review of EEO Compliance and Enforcement in Broadcast and Multichannel Video Programming Industries,Federal Communications Commission,2019-07-22,,2019-08-21,FCC-2019-0203-0001,0,federalregister
2019-15492,Proposed Information Collection; Comment Request; Alaska Council Cooperative Annual Reports,"Commerce Department, National Oceanic and Atmospheric Administration",2019-07-22,,2019-09-20,,0,federalregister
2019-15537,Submission for Review: CAHPS Enrollee Survey 3206-NEW,Personnel Management Office,2019-07-22,,2019-09-20,OPM_FRDOC_0001-1500,1,federalregister
2019-15493,New Postal Products,Postal Regulatory Commission,2019-07-22,,2019-07-24,,0,federalregister
2019-15527,"Noise Exposure Map Notice; Westfield-Barnes Regional Airport, Westfield, Massachusetts","Transportation Department, Federal Aviation Administration",2019-07-22,,,FAA-2013-0259-2673,0,federalregister
2019-15500,Notice of Final Federal Agency Actions on Proposed Highway in California,"Transportation Department, Federal Highway Administration",2019-07-22,,,FHWA-2013-0002-0634,0,federalregister
2019-15499,Notice of Final Federal Agency Actions on Proposed Highway in California,"Transportation Department, Federal Highway Administration",2019-07-22,,,FHWA-2013-0002-0633,0,federalregister
2019-15496,Agency Information Collection Activity: Expanded Access to Non-VA Care Through the MISSION Program: Veterans Community Care Program,Veterans Affairs Department,2019-07-22,,2019-09-20,VA-2019-VACO-0001-0085,1,federalregister
2019-15658,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Deletion of the Mystery Bridge Rd./U.S. Highway 20 Superfund Site,Environmental Protection Agency,2019-07-23,,2019-08-22,EPA-HQ-SFUND-1990-0011-0178,0,federalregister
2019-15749,"Wireless Telecommunications Bureau, International Bureau, Office of Engineering and Technology, and Office of Economics and Analytics Seek Focused Additional Comment in 3.7-4.2 GHz Band Proceeding",Federal Communications Commission,2019-07-23,,2019-08-07,FCC-2019-0204-0001,0,federalregister
2019-15332,Regulatory Capital Rules: Treatment of Land Development Loans for the Definition of High Volatility Commercial Real Estate Exposure,"Treasury Department, Comptroller of the Currency, Federal Reserve System, Federal Deposit Insurance Corporation",2019-07-23,,2019-08-22,OCC-2018-0026-0057,10,federalregister
2019-15583,Collection of Information Under Review by Office of Management and Budget; OMB Control Number: 1625-0077,"Homeland Security Department, Coast Guard",2019-07-23,,2019-08-22,USCG-2019-0263-0005,0,federalregister
2019-15710,Designating Aliens for Expedited Removal,Homeland Security Department,2019-07-23,,2019-09-23,DHS-2019-0036-0001,1009,federalregister
2019-15643,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Leasing of Solid Minerals Other Than Coal and Oil Shale,"Interior Department, Land Management Bureau",2019-07-23,,2019-08-22,,0,federalregister
2019-15612,Agency Information Collection Activities; Well Operations and Equipment,"Interior Department, Safety and Environmental Enforcement Bureau",2019-07-23,,2019-09-23,BSEE-2019-0002-0001,0,federalregister
2019-15620,New Postal Products,Postal Regulatory Commission,2019-07-23,,2019-07-25,,0,federalregister
2019-15651,"Petition for Exemption; Summary of Petition Received; Leading Edge Associates, Inc.","Transportation Department, Federal Aviation Administration",2019-07-23,https://www.regulations.gov/commenton/FAA-2019-0275-0002,2019-08-12,FAA-2019-0275-0002,3,federalregister
2019-15592,Request for Comments of a Previously Approved Information Collection,"Transportation Department, Maritime Administration",2019-07-23,https://www.regulations.gov/commenton/MARAD-2019-0114-0001,2019-08-22,MARAD-2019-0114-0001,0,federalregister
2019-15632,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Partial Deletion of the New Brighton/Arden Hills/Twin Cities Army Ammunition Plant (TCAAP) Superfund Site,Environmental Protection Agency,2019-07-23,,2019-08-22,EPA-HQ-SFUND-1983-0002-0834,0,federalregister
2019-15258,Exemption From Derivatives Clearing Organization Registration,Commodity Futures Trading Commission,2019-07-23,,2019-09-23,CFTC-2019-0066-0001,0,federalregister
2019-15557,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; National Assessment of Educational Progress (NAEP) 2019 and 2020 Long-Term Trend (LTT) Update 2,Education Department,2019-07-23,,2019-08-22,ED-2019-ICCD-0079-0001,2,federalregister
2019-15636,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Registration of Food Facilities,"Health and Human Services Department, Food and Drug Administration",2019-07-23,,2019-08-22,FDA-2013-N-0065-0009,0,federalregister
2019-15623,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Generic Clearance for Quick Turnaround Testing of Communication Effectiveness,"Health and Human Services Department, Food and Drug Administration",2019-07-23,,2019-08-22,FDA-2019-N-0430-0002,0,federalregister
2019-15606,Agency Information Collection Activity: Per Diem to States for Care of Eligible Veterans in State Homes,Veterans Affairs Department,2019-07-23,,2019-09-23,VA-2019-VACO-0001-0086,0,federalregister
2019-15663,Agency Information Collection Activities; Decommissioning Activities,"Interior Department, Safety and Environmental Enforcement Bureau",2019-07-23,,2019-09-23,BSEE-2019-0003-0001,0,federalregister
2019-15660,Agency Information Collection Activities; Oil and Gas Well-Completion Operations,"Interior Department, Safety and Environmental Enforcement Bureau",2019-07-23,,2019-09-23,BSEE-2019-0007-0001,0,federalregister
2019-15519,Airworthiness Directives; The Boeing Company Airplanes,"Transportation Department, Federal Aviation Administration",2019-07-23,,2019-09-06,FAA-2019-0494-0001,4,federalregister
2019-15549,List of Courts of Indian Offenses; Future Publication of Updates,"Interior Department, Indian Affairs Bureau",2019-07-23,,2019-09-23,BIA-2019-0003-0001,1,federalregister
2019-15208,Energy Conservation Program: Test Procedure for Clothes Dryers,Energy Department,2019-07-23,,2019-09-23,EERE-2014-BT-TP-0034-0016,16,federalregister
2019-15564,Evaluation of Rookery Bay National Estuarine Research Reserve,"Commerce Department, National Oceanic and Atmospheric Administration",2019-07-23,,2019-10-04,,0,federalregister
2019-15661,Agency Information Collection Activities; Sulfur Operations,"Interior Department, Safety and Environmental Enforcement Bureau",2019-07-23,,2019-09-23,BSEE-2019-0005-0001,0,federalregister
2019-15552,Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension of a Currently Approved Collection,Justice Department,2019-07-23,,2019-08-22,,0,federalregister
2019-15609,Agency Information Collection Activities; New Information Collection: Crime Prevention for Truckers,"Transportation Department, Federal Motor Carrier Safety Administration",2019-07-23,,2019-09-23,FMCSA-2018-0278-0001,9,federalregister
2019-15662,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Deletion of the Intermountain Waste Oil Refinery Superfund Site,Environmental Protection Agency,2019-07-23,,2019-08-22,EPA-HQ-SFUND-2000-0007-0184,1,federalregister
2019-15546,Agency Information Collection Activities; Comment Request; Application for Approval To Participate in Federal Student Aid Programs,Education Department,2019-07-23,,2019-09-23,ED-2019-ICCD-0084-0001,1,federalregister
2019-15615,"Agency Information Collection Activities: Notice of Intent To Renew Collection 3038-0017, Market Surveys",Commodity Futures Trading Commission,2019-07-23,,2019-09-23,CFTC-2019-0067-0001,0,federalregister
2019-15556,Submission for OMB Review; General Services Administration Acquisition Regulation; Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,General Services Administration,2019-07-23,,2019-08-22,GSA-GSA-2019-0001-0014,0,federalregister
2019-15629,60-Day Notice of Proposed Information Collection: Comment Request Nonprofit Application and Recertification for FHA Mortgage Insurance Programs,Housing and Urban Development Department,2019-07-23,,2019-09-23,HUD-2010-0018-0006,0,federalregister
2019-15652,"Petition for Exemption; Summary of Petition Received; NetJets Aviation, Inc.","Transportation Department, Federal Aviation Administration",2019-07-23,https://www.regulations.gov/commenton/FAA-2013-0221-0015,2019-08-12,FAA-2013-0221-0015,0,federalregister
2019-15628,60-Day Notice of Proposed Information Collection: Application for Community Compass TA and Capacity Building Program NOFA and Awardee Reporting,Housing and Urban Development Department,2019-07-23,,2019-09-23,HUD-2016-0041-0003,0,federalregister
2019-15553,Agency Information Collection Activities; Proposed Collection; Comments Requested; Notice of Appeal From a Decision of an Immigration Judge,Justice Department,2019-07-23,,2019-08-22,,0,federalregister
2019-15613,Agency Information Collection Activities; Oil and Gas Well-Workover Operations,"Interior Department, Safety and Environmental Enforcement Bureau",2019-07-23,,2019-09-23,BSEE-2019-0006-0001,0,federalregister
2019-15705,Proposed Collection; Comment Request for Form 4506-T and 4506-C,"Treasury Department, Internal Revenue Service",2019-07-24,,2019-09-23,,0,federalregister
2019-15728,Importer of Controlled Substances Application: Cardinal Health,"Justice Department, Drug Enforcement Administration",2019-07-24,,2019-08-23,,0,federalregister
2019-15738,Importer of Controlled Substances Application: Restek Corporation,"Justice Department, Drug Enforcement Administration",2019-07-24,,2019-08-23,,0,federalregister
2019-15739,"Drug Enforcement Administration Bulk Manufacturer of Controlled Substances Application: IsoSciences, LLC",Justice Department,2019-07-24,,2019-09-23,,0,federalregister
2019-15723,New Postal Products,Postal Regulatory Commission,2019-07-24,,2019-07-26,,0,federalregister
2019-15667,Proposed Collection; 30-Day Comment Request; Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,"National Foundation on the Arts and the Humanities, National Endowment for the Humanities",2019-07-24,,2019-08-23,ARTS-2019-0043-0001,0,federalregister
2019-15664,30-Day Notice of Proposed Information Collection: National Security Language Initiative for Youth Evaluation,State Department,2019-07-24,,2019-08-23,DOS-2019-0001-0003,0,federalregister
2019-15670,Revision of Categorical Eligibility in the Supplemental Nutrition Assistance Program (SNAP),"Agriculture Department, Food and Nutrition Service",2019-07-24,,2019-09-23,FNS-2018-0037-0001,157865,federalregister
2019-15604,"Air Plan Approval; Rhode Island; Prevention of Significant Deterioration; PM10, PM2.5 and NOX",Environmental Protection Agency,2019-07-24,,2019-08-23,EPA-R01-OAR-2019-0382-0001,0,federalregister
2019-15597,South Atlantic Fishery Management Council; Public Hearings Pertaining to Regulatory Amendment 33 to the Snapper Grouper Fishery Management Plan for the South Atlantic Region,"Commerce Department, National Oceanic and Atmospheric Administration",2019-07-24,,,,0,federalregister
2019-15688,"Agency Information Collection Activities: Notice of Intent To Renew Collection 3038-0107, Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery",Commodity Futures Trading Commission,2019-07-24,,2019-09-23,CFTC-2019-0068-0001,0,federalregister
2019-15697,Draft National Environmental Policy Act Guidance on Consideration of Greenhouse Gas Emissions,Council on Environmental Quality,2019-07-24,,2019-08-26,CEQ-2019-0002-0027,0,federalregister
2019-15681,Access to Confidential Business Information by SRA International Inc.,Environmental Protection Agency,2019-07-24,,,EPA-HQ-OPPT-2003-0004-0124,0,federalregister
